Instrument,Audit Oversight of Tax,Named Position for Tax Oversight,Tax Breakdown by Country,Tax Breakdown by Domestic or International,Tax Data Verification,Tax Fairness Commitment,Tax in Audit Tor,Tax Oversight by Board,Policy Tax Transparency,Taxes Align to Revenues,CSR Sustainability Committee,Integrated Strategy in MD&A,Global Compact Signatory,Stakeholder Engagement,CSR Sustainability Reporting,GRI Report Guidelines,CSR Sustainability Report Global Activities,CSR Sustainability External Audit,CSR Sustainability External Auditor Name,ESG Reporting Scope,ESG Period Last Update Date,UNPRI Signatory,SDG 2 Zero Hunger,SDG 3 Good Health and Well-being,SDG 4 Quality Education,SDG 5 Gender Equality,SDG 6 Clean Water and Sanitation,SDG 7 Affordable and Clean Energy,SDG 8 Decent Work and Economic Growth,"SDG 9 Industry, Innovation and Infrastructure",SDG 10 Reduced Inequality,SDG 11 Sustainable Cities and Communities,SDG 12 Responsible Consumption and Production,SDG 13 Climate Action,SDG 14 Life Below Water,SDG 15 Life on Land,SDG 16 Peace and Justice Strong Institutions,SDG 17 Partnerships to achieve the Goal
FRES.L,,,,,,,,,,,True,True,True,True,True,,True,,,100.0,2025-02-28,False,False,True,True,True,True,False,True,False,False,False,False,True,False,True,False,False
AAF.L,,,,,,,,,,,True,False,False,True,True,,True,,,100.0,2025-05-30,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False
HWDN.L,,,,,,,,,,,False,True,False,True,True,,True,,,100.0,2025-06-06,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False
SGRO.L,True,True,False,False,False,False,False,True,True,False,True,True,False,True,True,True,True,True,Corporate Citizenship,100.0,2025-05-09,False,False,True,False,True,False,True,True,False,True,True,True,True,False,False,False,False
SJP.L,,,,,,,,,,,True,True,True,False,True,,True,,,100.0,2025-04-11,False,False,False,True,True,False,False,True,True,True,False,False,True,False,False,False,False
TW.L,,,,,,,,,,,True,True,False,True,True,,True,True,Carbon Trust,98.20766,2025-05-09,False,False,True,True,True,True,True,True,True,False,True,True,True,False,True,False,False
AHT.L,,,,,,,,,,,True,True,False,True,True,,True,,,79.3065,2025-07-25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HLMA.L,True,True,False,True,True,True,False,True,True,True,True,True,False,True,True,,True,,,100.0,2025-05-09,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False
III.L,,,,,,,,,,,True,True,False,True,True,True,True,True,Carbon Intelligence Pty Limited,100.0,2025-07-18,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HIK.L,,,,,,,,,,,True,True,True,True,True,True,True,True,Carbon Credentials Energy Services Ltd,100.0,2025-01-23,False,False,True,True,True,False,False,True,True,False,False,False,True,False,False,False,False
CNA.L,,,,,,,,,,,True,True,True,True,True,,True,True,DNV GL Business Assurance Services UK Limited,100.0,2025-06-20,False,False,False,True,True,False,True,True,True,True,True,False,True,False,False,False,False
MNG.L,,,,,,,,,,,True,True,False,True,True,,True,True,Deloitte LLP,100.0,2024-11-22,True,False,True,True,True,True,False,False,False,False,False,False,False,True,True,True,False
BKGH.L,,,,,,,,,,,True,True,False,True,True,,True,,,100.0,2024-09-27,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,False,False
NG.L,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,,True,True,WSP UK Ltd,100.0,2025-01-31,False,False,True,True,True,False,True,True,True,False,True,True,True,False,True,True,False
RKT.L,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,ERM Certification and Verification Services (ERM CVS),100.0,2025-05-23,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
WEIR.L,False,True,False,False,False,False,False,True,True,True,True,True,False,True,True,,True,False,,100.0,2025-07-25,False,False,True,False,True,False,False,True,True,True,False,True,True,False,False,False,True
IMI.L,,,,,,,,,,,True,True,True,True,True,,True,,,100.0,2025-01-23,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MRON.L,,,,,,,,,,,True,True,False,True,True,,True,,,100.0,2025-07-11,False,False,True,False,True,False,True,True,True,False,False,False,True,False,False,False,False
HSX.L,False,True,False,False,False,True,False,True,True,True,False,False,False,False,True,,True,,,100.0,2025-01-23,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CPG.L,True,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,EcoAct,100.0,2025-04-25,True,True,True,False,True,False,False,True,False,False,False,True,True,True,True,False,True
AUTOA.L,,,,,,,,,,,True,True,False,True,True,,True,,,100.0,2024-11-22,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
AV.L,,,,,,,,,,,True,True,True,True,True,,True,True,"PricewaterhouseCoopers LLP, UK",100.0,2025-07-25,True,False,True,False,True,False,True,True,False,True,True,True,True,False,False,True,True
ENT.L,,,,,,,,,,,True,True,False,True,True,,True,True,Carbon Trust,82.0,2024-12-05,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
DGE.L,True,True,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,PricewaterhouseCoopers LLP,100.0,2025-07-18,False,False,True,True,True,True,True,True,False,True,False,True,True,False,True,False,True
GAW.L,,,,,,,,,,,False,True,False,True,True,,True,,,100.0,2025-05-23,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
INF.L,,,,,,,,,,,True,True,False,True,True,True,True,True,Bureau Veritas UK Limited,100.0,2025-07-04,False,True,True,True,True,False,False,True,True,True,True,True,True,False,True,False,True
UU.L,,,,,,,,,,,True,True,False,True,True,,True,True,,100.0,2025-01-23,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,True,False
PSHP.L,,,,,,,,,,,False,,False,False,False,,,,,,2025-02-14,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HLN.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WTB.L,,,,,,,,,,,True,True,False,True,True,True,True,True,Corporate Citizenship,100.0,2025-06-06,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PRU.L,True,True,True,True,True,False,False,True,True,True,True,True,False,True,True,,True,True,Ernst & Young LLP,100.0,2025-07-04,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
MKS.L,,,,,,,,,,,True,True,False,True,True,True,True,True,DNV GL Business Assurance Services UK Limited,100.0,2024-11-22,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False
IMB.L,,,,,,,,,,,True,False,False,True,True,True,True,True,Ernst & Young LLP,65.0,2025-02-14,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False,False,False
EXPN.L,,,,,,,,,,,True,True,False,True,True,,True,True,PricewaterhouseCoopers,100.0,2025-01-31,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
GSK.L,True,False,False,False,False,True,False,True,True,True,True,True,True,True,True,False,True,True,DNV Business Assurance Services UK Limited,100.0,2025-07-18,False,False,True,False,True,True,False,True,True,True,False,True,True,False,True,True,True
LAND.L,,,,,,,,,,,True,True,False,True,True,,True,True,Ernst & Young LLP,82.0,2024-11-22,False,False,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True
BEZG.L,,,,,,,,,,,False,True,False,True,True,,True,,,100.0,2025-03-28,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
BP.L,True,False,True,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,Deloitte LLP,100.0,2025-07-11,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
JD.L,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,,True,,,100.0,2024-11-22,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ABF.L,,,,,,,,,,,True,True,False,True,True,,True,True,Ernst & Young LLP,100.0,2025-06-13,False,True,True,False,True,True,True,True,True,True,False,True,True,False,True,False,False
AAL.L,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,IBIS ESG Consulting Africa (Pty) Ltd,100.0,2025-07-04,False,False,True,True,True,True,False,True,True,False,False,True,True,False,True,True,True
ADML.L,,,,,,,,,,,True,True,False,True,True,,True,True,Carbon Trust,100.0,2025-07-04,False,False,False,True,True,False,False,True,False,True,True,True,False,False,False,False,False
RTO.L,True,True,False,False,False,True,False,True,True,True,True,True,False,True,True,,True,,,100.0,2025-06-13,False,False,True,True,True,False,False,True,False,False,False,True,True,False,False,False,True
RMV.L,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,,True,,,100.0,2024-09-11,False,False,False,True,True,False,False,True,False,False,True,True,True,False,False,False,False
SBRY.L,,,,,,,,,,,True,True,False,True,True,,True,,,100.0,2025-07-04,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,True
PHNX.L,,,,,,,,,,,True,True,False,True,True,,True,True,Ernst & Young LLP,51.0,2025-07-25,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True
IHG.L,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,100.0,2025-06-27,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
BT.L,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,Lloyd's Register Quality Assurance Ltd (LRQA),78.98757,2025-04-18,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
MNDI.L,,,,,,,,,,,True,True,True,True,True,True,True,True,ERM Certification and Verification Services (ERM CVS),100.0,2025-06-06,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
BATS.L,True,False,False,False,False,True,False,True,True,True,True,True,False,True,True,True,True,True,KPMG LLP,100.0,2025-06-13,False,True,True,False,True,True,False,True,True,True,False,True,True,False,True,True,True
PSON.L,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,Corporate Citizenship,100.0,2024-12-20,False,False,False,True,False,True,True,True,False,True,False,True,True,False,True,False,False
PCT.L,,,,,,,,,,,False,True,False,False,False,,,,,,2024-11-22,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SPX.L,,,,,,,,,,,True,True,False,True,True,,True,True,TUV UK Ltd,100.0,2025-07-11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PSN.L,,,,,,,,,,,True,True,False,True,True,,True,True,Bureau Veritas,100.0,2025-07-11,False,False,True,True,True,False,True,True,False,True,True,True,True,False,True,False,False
RIO.L,,,,,,,,,,,True,True,True,True,True,True,True,True,KPMG,100.0,2025-07-25,False,False,True,True,True,True,False,True,True,True,False,True,True,False,True,False,True
CCH.L,,,,,,,,,,,True,True,False,True,True,True,True,True,Denkstatt GmbH,100.0,2025-06-06,False,False,True,True,False,True,False,True,False,False,True,False,True,False,False,False,True
ALWA.L,,,,,,,,,,,False,True,False,True,True,,True,True,Carbon Footprint Ltd,100.0,2024-12-20,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RR.L,True,False,False,False,False,False,False,True,True,False,True,True,False,True,True,,True,True,Bureau Veritas UK Limited,100.0,2025-06-27,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False
SN.L,,,,,,,,,,,True,True,False,True,True,,True,,,100.0,2025-05-30,False,False,True,False,False,True,True,True,False,True,False,True,False,False,False,False,False
SSE.L,,,,,,,,,,,True,True,True,True,True,True,True,True,PricewaterhouseCoopers,63.252,2024-11-14,False,False,False,False,True,False,True,True,True,True,False,True,True,True,True,False,False
SMT.L,,,,,,,,,,,False,True,False,False,False,,,,,,2025-01-23,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
KGF.L,,,,,,,,,,,True,True,True,True,True,True,True,True,DNV GL Business Assurance Services UK Limited,100.0,2024-12-27,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
LLOY.L,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,Deloitte LLP,100.0,2025-07-25,False,False,True,True,True,False,True,True,True,True,True,True,True,False,False,False,True
NWG.L,False,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,Ernst & Young LLP,100.0,2025-07-25,False,False,False,True,True,False,True,True,False,True,False,False,True,False,False,False,True
SDR.L,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,,,100.0,2025-03-21,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
NXT.L,,,,,,,,,,,True,True,False,True,True,,True,True,PricewaterhouseCoopers LLP,83.0,2025-01-10,False,False,True,False,True,True,False,True,False,False,False,True,True,False,True,False,True
ITRK.L,,,,,,,,,,,True,True,False,True,True,True,True,True,Ernst & Young LLP (EY),100.0,2025-03-21,False,False,True,True,True,False,True,True,False,False,False,True,True,False,False,False,False
BTRW.L,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,,True,True,DNV GL Business Assurance Services UK Limited,100.0,2024-12-20,False,False,True,False,True,True,True,True,False,False,True,True,True,False,True,False,False
SHEL.L,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,Lloyd's Register Quality Assurance Ltd (LRQA),100.0,2025-05-30,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
GLEN.L,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,Deloitte LLP,100.0,2025-07-25,False,False,True,False,False,True,True,True,False,True,True,True,True,True,True,True,False
VOD.L,,,,,,,,,,,True,True,True,True,True,True,True,True,Grant Thornton UK LLP,100.0,2025-05-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
BARC.L,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,KPMG Audit LLP,100.0,2025-07-04,True,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False
FCIT.L,,,,,,,,,,,False,True,False,False,False,,,,,,2024-11-22,False,True,True,False,False,False,True,True,True,False,True,True,True,False,False,False,True
UTG.L,,,,,,,,,,,True,True,False,True,True,True,True,True,SGS United Kingdom Limited,100.0,2025-01-24,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
DPLM.L,,,,,,,,,,,False,True,False,False,True,,True,,,100.0,2025-06-27,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ICGIN.L,,,,,,,,,,,False,True,False,True,True,,True,,,100.0,2025-07-25,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
BAES.L,True,False,False,False,False,True,False,True,True,True,True,True,False,True,True,,True,True,Deloitte LLP,100.0,2025-07-04,False,False,False,True,False,False,False,True,True,False,False,True,True,False,False,True,False
DCC.L,,,,,,,,,,,True,True,False,False,True,True,True,True,ERNST & YOUNG IRELAND,100.0,2024-09-12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ULVR.L,True,False,True,True,False,True,False,False,True,True,True,True,True,True,True,True,True,True,"PricewaterhouseCoopers LLP, UK",72.72727,2025-07-11,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
EDV.L,,,,,,,,,,,True,True,False,True,True,True,True,True,Environmental & Sustainability Solutions,100.0,2025-07-25,False,True,True,True,True,True,True,True,True,False,False,False,True,False,True,True,False
LSEG.L,True,False,False,False,False,True,False,True,True,True,True,True,False,True,True,True,True,True,"Cameron-Cole, LLC",100.0,2025-07-25,True,False,False,True,True,False,True,True,False,True,False,True,True,False,False,True,True
TSCO.L,True,True,False,False,False,False,False,True,True,True,True,True,True,True,True,,True,True,KPMG LLP,100.0,2025-01-23,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
LGEN.L,,,,,,,,,,,True,True,True,True,True,True,True,True,"PricewaterhouseCoopers LLP, UK",90.05864,2025-07-18,True,False,True,True,True,False,True,True,True,False,True,False,True,False,False,False,False
