Instrument,Board Conflicts of Interest,Board Effectiveness Review,Board Oversight of Health and Safety,Board Related Party Transactions,Chief Legal Officer Report to Board,Code of Conduct Non-Compliance,Code of Conduct Oversight,Compliance Head Report to Board,C-Suite Risk Oversight,Chairperson Independent,Lead Independent Director,Bonus Cap Senior Executives,CEO Claw-Back,Executive Claw-Back,Executive Compensation Risk,Code of Conduct Claims,Targets Board Diversity Percent,Bonus Cap High Paid Staff,Bonus Cap Senior Executives Percent,Targets Board Diversity - Target Set Year,Targets Board Diversity - Target Year,Median Salary Gap,Current CEO Chairman Duality,Board Functions Policy,Corporate Governance Board Committee,Nomination Board Committee,Audit Board Committee,Compensation Board Committee,Board Structure Policy,Policy Board Size,Policy Board Independence,Policy Board Diversity,Policy Board Experience,Policy Executive Compensation Performance,Policy Executive Compensation ESG Performance,Policy Executive Retention,Compensation Improvement Tools,Internal Audit Department Reporting,Succession Plan,External Consultants,Audit Committee Independence,Audit Committee Mgt Independence,Audit Committee Expertise,Audit Committee NonExecutive Members,Compensation Committee Independence,Compensation Committee Mgt Independence,Compensation Committee NonExecutive Members,Nomination Committee Independence,Nomination Committee Mgt Independence,Nomination Committee Involvement,Nomination Committee NonExecutive Members,Board Attendance,Number of Board Meetings,Board Meeting Attendance Average,Committee Meetings Attendance Average,Board Size More Ten Less Eight,Board Size,Board Background and Skills,"Board Gender Diversity, Percent","Board Specific Skills, Percent",Average Board Tenure,Non-Executive Board Members,Independent Board Members,Strictly Independent Board Members,CEO Chairman Duality,CEO Board Member,Chairman is ex-CEO,Board Member Affiliations,Board Individual Re-election,Board Member Membership Limits,Board Member Term Duration,Executive Compensation Policy,Executive Individual Compensation,Total Senior Executives Compensation,Highest Remuneration Package,CEO Compensation Link to TSR,Executive Compensation LT Objectives,Sustainability Compensation Incentives,Shareholders Approval Stock Compensation Plan,Board Member Compensation,Board Member LT Compensation Incentives,Executive Compensation Controversies,Mgt Compensation Controversies Count,Recent Mgt Compensation Controversies,"Board Cultural Diversity, Percent","Executive Members Gender Diversity, Percent",Chief Diversity Officer,Executives Cultural Diversity,Total Senior Executives Compensation To Revenues in million,Ethnic Minorities Board Percentage,Asian - Ethnic Minorities Board Percentage,Black or African American - Ethnic Minorities Board Percentage,Hispanic or Latino - Ethnic Minorities Board Percentage,White - Ethnic Minorities Board Percentage,Other - Ethnic Minorities Board Percentage
POOL.OQ,True,True,False,True,False,False,False,False,False,True,False,True,True,True,True,,,,200.0,,,,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100.0,True,True,100.0,100.0,True,100.0,100.0,True,0.0,100.0,False,8,75.0,75.0,1,11,True,18.1818181818182,63.6363636363636,10.5454545454545,90.9090909090909,90.9090909090909,54.5454545454545,False,True,False,0.545454545454545,True,999,1,True,False,13119565.0,5846697.0,True,False,True,True,1914508.0,1,False,,,,33.3333333333333,,,2123.00074097124,18.18,,,18.18,81.82,
CHRW.OQ,True,True,False,True,False,True,True,False,True,True,False,False,True,True,False,,,,,,,168.0,False,False,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,100.0,True,True,100.0,100.0,True,100.0,,False,,,False,14,75.0,75.0,2,12,True,25.0,64.2857142857143,7.46428571428571,92.8571428571429,92.8571428571429,57.1428571428571,True,True,True,0.714285714285714,True,999,1,True,False,24231639.0,10529870.0,True,False,False,True,2813517.0,0,False,,,,12.5,,,981.172083229996,10.0,,10.0,,90.0,
AJG.N,True,True,False,True,False,True,True,False,True,False,True,True,True,False,True,,,,225.0,,,242.0,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,100.0,True,True,100.0,80.0,True,100.0,100.0,True,0.0,100.0,False,11,75.0,75.0,0,10,True,30.0,60.0,13.35,90.0,80.0,40.0,True,True,True,0.1,True,999,1,True,False,34007119.0,14194926.0,True,False,True,True,2715176.0,1,False,,,,8.33333333333333,,,3977.1617196454,20.0,,,,,
CNP.N,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,,,,165.0,,,,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,100.0,True,True,100.0,100.0,True,100.0,100.0,True,0.0,100.0,False,6,75.0,75.0,0,9,True,22.2222222222222,40.0,3.775,90.0,90.0,80.0,False,True,False,0.4,True,999,1,True,False,24072283.0,13867875.0,True,False,True,True,2869651.0,0,False,,,11.1111111111111,37.5,,,2582.5858813432,,,,,,
AMCR.N,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,,,,,,,109.0,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100.0,True,True,100.0,100.0,True,100.0,100.0,True,0.0,100.0,False,6,75.0,75.0,0,10,True,30.0,27.2727272727273,7.43181818181818,90.9090909090909,90.9090909090909,54.5454545454545,False,True,False,1.90909090909091,True,999,1,True,False,23049300.0,7306000.0,True,False,True,True,3099740.0,0,False,,,40.0,22.2222222222222,,,1568.61984483463,,,,,,
WM.N,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,,,,,,,164.0,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,100.0,True,True,100.0,100.0,True,100.0,100.0,True,0.0,100.0,False,8,75.0,75.0,0,9,True,33.3333333333333,55.5555555555556,9.13888888888889,88.8888888888889,88.8888888888889,66.6666666666667,False,True,False,1.11111111111111,True,999,1,True,False,35629047.0,14820684.0,True,False,False,True,2585078.0,0,False,,,11.1111111111111,36.3636363636364,,,1808.76469692355,33.0,,,,,
BA.N,True,True,True,True,False,True,False,False,True,True,False,False,True,True,False,,,,,,,154.0,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100.0,True,True,100.0,87.5,False,83.3333333333333,66.6666666666667,True,0.0,66.6666666666667,False,9,100.0,100.0,2,12,True,25.0,58.3333333333333,5.375,91.6666666666667,91.6666666666667,75.0,False,True,False,1.41666666666667,True,999,1,True,False,58870513.0,22480396.0,True,False,True,True,4239412.0,,False,,,,30.4347826086957,,4.54545454545455,883.835470213788,25.0,,,,,
FOX.OQ,False,True,False,True,False,False,False,False,False,False,True,True,True,True,False,,,,200.0,,,223.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,100.0,True,True,100.0,100.0,True,100.0,100.0,True,0.0,100.0,False,13,75.0,75.0,0,8,True,12.5,87.5,4.0625,75.0,75.0,75.0,True,True,True,0.5,True,999,1,True,False,73023700.0,22941900.0,True,False,True,True,1979850.0,,False,,,12.5,0.0,,33.3333333333333,4896.64722054583,,,,,,
TKO.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY.N,True,True,True,True,False,True,True,False,False,True,False,True,True,False,False,,,,200.0,,,130.0,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100.0,True,True,100.0,100.0,True,100.0,,False,,,False,4,96.0,96.0,0,10,True,40.0,60.0,8.95,90.0,90.0,60.0,False,True,False,1.4,True,999,1,True,False,28247800.0,13022400.0,True,False,True,True,2704850.0,1,False,,,30.0,28.5714285714286,,,3680.9747198332,10.0,,,,,
