Instrument,Board Conflicts of Interest,Board Effectiveness Review,Board Oversight of Health and Safety,Board Related Party Transactions,Chief Legal Officer Report to Board,Code of Conduct Non-Compliance,Code of Conduct Oversight,Compliance Head Report to Board,C-Suite Risk Oversight,Chairperson Independent,Lead Independent Director,Bonus Cap Senior Executives,CEO Claw-Back,Executive Claw-Back,Executive Compensation Risk,Code of Conduct Claims,Targets Board Diversity Percent,Bonus Cap High Paid Staff,Bonus Cap Senior Executives Percent,Targets Board Diversity - Target Set Year,Targets Board Diversity - Target Year,Median Salary Gap,Current CEO Chairman Duality,Board Functions Policy,Corporate Governance Board Committee,Nomination Board Committee,Audit Board Committee,Compensation Board Committee,Board Structure Policy,Policy Board Size,Policy Board Independence,Policy Board Diversity,Policy Board Experience,Policy Executive Compensation Performance,Policy Executive Compensation ESG Performance,Policy Executive Retention,Compensation Improvement Tools,Internal Audit Department Reporting,Succession Plan,External Consultants,Audit Committee Independence,Audit Committee Mgt Independence,Audit Committee Expertise,Audit Committee NonExecutive Members,Compensation Committee Independence,Compensation Committee Mgt Independence,Compensation Committee NonExecutive Members,Nomination Committee Independence,Nomination Committee Mgt Independence,Nomination Committee Involvement,Nomination Committee NonExecutive Members,Board Attendance,Number of Board Meetings,Board Meeting Attendance Average,Committee Meetings Attendance Average,Board Size More Ten Less Eight,Board Size,Board Background and Skills,"Board Gender Diversity, Percent","Board Specific Skills, Percent",Average Board Tenure,Non-Executive Board Members,Independent Board Members,Strictly Independent Board Members,CEO Chairman Duality,CEO Board Member,Chairman is ex-CEO,Board Member Affiliations,Board Individual Re-election,Board Member Membership Limits,Board Member Term Duration,Executive Compensation Policy,Executive Individual Compensation,Total Senior Executives Compensation,Highest Remuneration Package,CEO Compensation Link to TSR,Executive Compensation LT Objectives,Sustainability Compensation Incentives,Shareholders Approval Stock Compensation Plan,Board Member Compensation,Board Member LT Compensation Incentives,Executive Compensation Controversies,Mgt Compensation Controversies Count,Recent Mgt Compensation Controversies,"Board Cultural Diversity, Percent","Executive Members Gender Diversity, Percent",Chief Diversity Officer,Executives Cultural Diversity,Total Senior Executives Compensation To Revenues in million,Ethnic Minorities Board Percentage,Asian - Ethnic Minorities Board Percentage,Black or African American - Ethnic Minorities Board Percentage,Hispanic or Latino - Ethnic Minorities Board Percentage,White - Ethnic Minorities Board Percentage,Other - Ethnic Minorities Board Percentage
POOL.OQ,,,,,False,,,False,,True,,,,,,,,,,,,,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,100.0,True,True,100.0,100.0,True,100.0,100.0,True,0.0,100.0,False,7,75.0,75.0,0,9,True,11.1111111111111,66.6666666666667,13.8611111111111,88.8888888888889,88.8888888888889,33.3333333333333,False,True,False,0.444444444444444,True,999,1,True,False,14191201.0,5057340.0,True,False,True,True,1706849.0,1,False,,,,25.0,,,3604.92021073916,,,,,,
CHRW.OQ,,,,,False,,,False,,True,,,,,,,,,,,,101.0,False,False,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,100.0,True,True,100.0,100.0,True,100.0,,False,,,False,8,75.0,75.0,0,10,True,30.0,81.8181818181818,9.20454545454546,81.8181818181818,81.8181818181818,54.5454545454545,True,True,True,0.818181818181818,True,999,1,True,False,13177114.0,5432670.0,True,False,False,True,2227540.0,0,False,,,,9.09090909090909,,,813.045462897571,,,,,,
AJG.N,,,,,False,,,False,,False,,,,,,,,,,,,,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,100.0,True,True,100.0,100.0,True,100.0,100.0,True,0.0,100.0,False,16,75.0,75.0,0,9,True,22.2222222222222,40.0,12.575,90.0,90.0,40.0,True,True,True,0.1,True,999,1,True,False,26153800.0,11177500.0,True,False,False,True,2431760.0,1,False,,,,9.09090909090909,,,3734.33662687761,,,,,,
CNP.N,,,,,False,,,False,,False,,,,,,,,,,,,,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,100.0,True,True,88.8889,100.0,True,87.5,87.5,True,0.0,87.5,False,8,75.0,75.0,1,11,True,18.1818181818182,46.1538461538462,7.32692307692308,69.2307692307692,76.9230769230769,,False,True,False,0.538461538461538,True,999,1,True,False,41365722.0,11946295.0,True,False,False,True,2261786.0,0,False,,,18.1818181818182,30.0,,,5576.39822054462,,,,,,
AMCR.N,,,,,False,,,True,,True,,,,,,,,,,,,256.0,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100.0,True,True,100.0,100.0,True,100.0,100.0,True,0.0,100.0,False,6,75.0,75.0,1,11,True,27.2727272727273,36.3636363636364,5.63636363636364,90.9090909090909,90.9090909090909,63.6363636363636,False,True,False,1.72727272727273,True,999,1,True,False,41195800.0,10991100.0,True,False,True,True,2957500.0,0,False,,,45.4545454545455,21.4285714285714,,,3203.15683072856,,,,,,
WM.N,,,,,False,,,False,,True,,,,,,,,,,,,,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,100.0,True,True,100.0,100.0,True,100.0,100.0,True,0.0,100.0,False,11,75.0,75.0,0,8,True,25.0,66.6666666666667,10.8333333333333,88.8888888888889,88.8888888888889,44.4444444444444,False,True,False,1.11111111111111,True,999,1,True,False,25864400.0,12373900.0,True,False,False,True,2306640.0,,False,,,12.5,40.0,,,1699.59258772506,22.0,,,,,
BA.N,True,True,False,True,False,True,False,False,True,True,False,False,True,True,False,,,,,,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100.0,True,True,100.0,87.5,False,87.5,87.5,True,0.0,87.5,False,10,93.0,93.0,3,13,True,30.7692307692308,46.6666666666667,7.61666666666667,93.3333333333333,93.3333333333333,,True,True,True,1.13333333333333,True,999,1,True,False,41010095.0,21074100.0,True,False,False,True,3895457.0,,False,,,,25.0,,5.26315789473684,699.162830741953,,,,,,
FOX.OQ,,,,,False,,,False,,False,,,,,,,,,,,,343.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,100.0,True,True,100.0,100.0,True,100.0,100.0,True,0.0,100.0,True,4,100.0,100.0,0,8,True,12.5,87.5,2.0625,75.0,75.0,75.0,True,True,True,0.5,True,999,1,True,False,91131100.0,31120300.0,True,False,True,True,1741830.0,,False,,,12.5,15.3846153846154,,9.09090909090909,7059.50112324735,,,,,,
TKO.N,,,,,False,,,False,,False,,,,,,,,,,,,,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,83.3333,False,True,83.3333,85.7143,False,85.7143,85.7143,True,0.0,85.7143,False,8,75.0,75.0,3,13,True,30.7692307692308,53.8461538461538,5.45833333333333,61.5384615384615,61.5384615384615,46.1538461538462,True,True,True,0.076923076923077,True,999,1,True,False,12450753.0,3503700.0,True,False,False,True,1507846.0,,False,,,,27.2727272727273,,,12963.565733277,,,,,,
WY.N,,,,,False,,,False,,True,,,,,,,,,,,,,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100.0,True,True,100.0,100.0,True,100.0,,False,,,True,4,100.0,100.0,0,9,True,44.4444444444444,50.0,9.27083333333333,91.6666666666667,91.6666666666667,,False,True,False,0.833333333333333,True,999,1,True,False,28829300.0,12715500.0,True,False,True,True,2284790.0,1,False,,,11.1111111111111,33.3333333333333,,,2826.12488971669,11.1,,,,,
