Instrument,Board Conflicts of Interest,Board Effectiveness Review,Board Oversight of Health and Safety,Board Related Party Transactions,Chief Legal Officer Report to Board,Code of Conduct Non-Compliance,Code of Conduct Oversight,Compliance Head Report to Board,C-Suite Risk Oversight,Chairperson Independent,Lead Independent Director,Bonus Cap Senior Executives,CEO Claw-Back,Executive Claw-Back,Executive Compensation Risk,Code of Conduct Claims,Targets Board Diversity Percent,Bonus Cap High Paid Staff,Bonus Cap Senior Executives Percent,Targets Board Diversity - Target Set Year,Targets Board Diversity - Target Year,Median Salary Gap,Current CEO Chairman Duality,Board Functions Policy,Corporate Governance Board Committee,Nomination Board Committee,Audit Board Committee,Compensation Board Committee,Board Structure Policy,Policy Board Size,Policy Board Independence,Policy Board Diversity,Policy Board Experience,Policy Executive Compensation Performance,Policy Executive Compensation ESG Performance,Policy Executive Retention,Compensation Improvement Tools,Internal Audit Department Reporting,Succession Plan,External Consultants,Audit Committee Independence,Audit Committee Mgt Independence,Audit Committee Expertise,Audit Committee NonExecutive Members,Compensation Committee Independence,Compensation Committee Mgt Independence,Compensation Committee NonExecutive Members,Nomination Committee Independence,Nomination Committee Mgt Independence,Nomination Committee Involvement,Nomination Committee NonExecutive Members,Board Attendance,Number of Board Meetings,Board Meeting Attendance Average,Committee Meetings Attendance Average,Board Size More Ten Less Eight,Board Size,Board Background and Skills,"Board Gender Diversity, Percent","Board Specific Skills, Percent",Average Board Tenure,Non-Executive Board Members,Independent Board Members,Strictly Independent Board Members,CEO Chairman Duality,CEO Board Member,Chairman is ex-CEO,Board Member Affiliations,Board Individual Re-election,Board Member Membership Limits,Board Member Term Duration,Executive Compensation Policy,Executive Individual Compensation,Total Senior Executives Compensation,Highest Remuneration Package,CEO Compensation Link to TSR,Executive Compensation LT Objectives,Sustainability Compensation Incentives,Shareholders Approval Stock Compensation Plan,Board Member Compensation,Board Member LT Compensation Incentives,Executive Compensation Controversies,Mgt Compensation Controversies Count,Recent Mgt Compensation Controversies,"Board Cultural Diversity, Percent","Executive Members Gender Diversity, Percent",Chief Diversity Officer,Executives Cultural Diversity,Total Senior Executives Compensation To Revenues in million,Ethnic Minorities Board Percentage,Asian - Ethnic Minorities Board Percentage,Black or African American - Ethnic Minorities Board Percentage,Hispanic or Latino - Ethnic Minorities Board Percentage,White - Ethnic Minorities Board Percentage,Other - Ethnic Minorities Board Percentage
POOL.OQ,,,,,False,,,False,,True,,,,,,,,,,,,,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,100.0,True,True,100.0,100.0,True,100.0,100.0,True,0.0,100.0,False,6,75.0,75.0,0,9,True,11.1111111111111,66.6666666666667,12.8611111111111,88.8888888888889,88.8888888888889,33.3333333333333,False,True,False,0.444444444444444,True,999,1,True,False,9143113.0,3290220.0,True,False,True,True,1482266.0,1,False,,,,28.5714285714286,,,2857.65146021903,,,,,,
CHRW.OQ,,,,,False,,,False,,False,,,,,,,,,,,,135,True,False,True,False,True,True,True,True,True,False,True,True,False,True,True,True,True,True,100.0,True,True,100.0,100.0,True,100.0,,False,,,False,4,75.0,75.0,0,10,True,30.0,70.0,9.1,80.0,80.0,50.0,True,True,True,0.8,True,999,1,True,False,11594259.0,5065928.0,True,False,False,True,2123562.0,0,False,,,,8.33333333333333,,,757.324075992514,,,,,,
AJG.N,,,,,False,,,False,,False,,,,,,,,,,,,,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,100.0,True,True,100.0,100.0,True,100.0,100.0,True,0.0,100.0,False,9,75.0,75.0,0,9,True,22.2222222222222,33.3333333333333,12.8888888888889,88.8888888888889,88.8888888888889,33.3333333333333,True,True,True,0.111111111111111,True,999,1,True,False,24202788.0,8960616.0,True,False,False,True,2140704.0,1,False,,,,9.09090909090909,,,3363.83432939541,,,,,,
CNP.N,,,,,False,,,False,,False,,,,,,,,,,,,,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,100.0,True,True,100.0,100.0,True,100.0,100.0,True,0.0,100.0,False,8,75.0,75.0,0,10,True,20.0,50.0,8.325,80.0,80.0,60.0,False,True,False,0.5,True,999,1,True,False,19299326.0,7724122.0,True,False,False,True,2124648.0,0,False,,,10.0,30.0,,,2551.47091485986,,,,,,
AMCR.N,,,,,False,,,True,,True,,,,,,,,,,,,,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100.0,True,True,100.0,100.0,True,100.0,100.0,True,0.0,100.0,False,8,75.0,75.0,0,10,True,20.0,33.3333333333333,5.33333333333333,91.6666666666667,91.6666666666667,50.0,False,True,False,2.41666666666667,False,999,1,True,False,40000521.0,15165839.0,True,False,True,True,2738805.0,0,False,,,30.0,15.3846153846154,,,3208.38347704031,,,,,,
WM.N,,,,,False,,,False,,True,,,,,,,,,,,,,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,100.0,True,True,100.0,100.0,True,100.0,100.0,True,0.0,100.0,False,9,75.0,75.0,0,9,True,22.2222222222222,66.6666666666667,9.83333333333333,88.8888888888889,88.8888888888889,44.4444444444444,False,True,False,1.11111111111111,True,999,1,True,False,24951885.0,11298101.0,True,False,False,True,2222583.0,,False,,,11.1111111111111,40.0,,,1614.4862504044,,,,,,
BA.N,True,True,False,True,False,True,False,False,False,True,False,False,True,True,False,,,,,,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100.0,True,True,100.0,100.0,True,87.5,88.8889,True,0.0,88.8889,False,10,98.0,98.0,3,13,True,30.7692307692308,46.6666666666667,8.48333333333333,86.6666666666667,93.3333333333333,53.3333333333333,True,False,True,1.13333333333333,True,999,1,True,False,53075925.0,18429318.0,True,False,False,True,4662230.0,,True,1,,,23.5294117647059,,,625.762515032187,,,,,,
FOX.OQ,,,,,False,,,False,,False,,,,,,,,,,,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,100.0,True,True,100.0,100.0,True,100.0,100.0,True,0.0,100.0,False,14,100.0,100.0,1,7,True,14.2857142857143,100.0,1.25,71.4285714285714,57.1428571428571,57.1428571428571,True,True,True,1.0,True,999,1,True,False,95215260.0,33983126.0,True,False,False,True,1659930.0,,False,,,14.2857142857143,15.3846153846154,,9.09090909090909,7739.19044135577,,,,,,
TKO.N,,,,,False,,,False,,False,,,,,,,,,,,,,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,75.0,True,True,100.0,80.0,True,100.0,100.0,True,0.0,100.0,False,8,75.0,75.0,3,13,True,30.7692307692308,53.8461538461538,7.11538461538462,61.5384615384615,61.5384615384615,46.1538461538462,True,True,True,0.0,True,999,1,True,False,53215667.0,9188590.0,True,False,False,True,1106742.0,,False,,,,25.0,,,57211.3045067515,,,,,,
WY.N,,,,,False,,,False,,True,,,,,,,,,,,,,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100.0,True,True,100.0,100.0,True,100.0,,False,,,False,6,99.0,99.0,2,12,True,33.3333333333333,50.0,8.27083333333333,91.6666666666667,91.6666666666667,41.6666666666667,False,True,False,1.0,True,999,1,True,False,27570235.0,11159100.0,True,False,False,True,2389118.0,1,False,,,8.33333333333333,25.0,,,3660.41356877323,,,,,,
