Instrument,Audit Rotation,Disclosure of Voting Results,Shareholder Director Votes,AGM Date,AGM Notice Filing Date,Exchange Rate to USD,Sales in USD,Shareholder Rights Policy,Policy Equal Voting Right,Policy Shareholder Engagement,Dual Class Stock,Different Voting Right Share,Equal Voting Rights,Equal Shareholder Rights,Voting Cap,Voting Cap Percentage,Minimum Number of Shares to Vote,Director Election Majority Requirement,Shareholders Vote on Executive Pay,Public Availability Corporate Statutes,Veto Power or Golden share,State Owned Enterprise SOE,Anti Takeover Devices Above Two,Poison Pill,Poison Pill Adoption Date,Poison Pill Expiration Date,Unlimited Authorized Capital or Blank Check,Classified Board Structure,Staggered Board Structure,Supermajority Vote Requirement,Golden Parachute,Limited Shareholder Rights to Call Meetings,Elimination of Cumulative Voting Rights,Pre-emptive Rights,Chairman is ex-CEO,Board Member Affiliations,Board Individual Re-election,Board Member Membership Limits,Board Member Term Duration,Executive Compensation Policy,Executive Individual Compensation,Total Senior Executives Compensation,Highest Remuneration Package,CEO Compensation Link to TSR,Executive Compensation LT Objectives,Sustainability Compensation Incentives,Shareholders Approval Stock Compensation Plan,Board Member Compensation,Board Member LT Compensation Incentives,Executive Compensation Controversies,Mgt Compensation Controversies Count,Recent Mgt Compensation Controversies,"Board Cultural Diversity, Percent","Executive Members Gender Diversity, Percent",Chief Diversity Officer,Executives Cultural Diversity,Total Senior Executives Compensation To Revenues in million,Ethnic Minorities Board Percentage,Asian - Ethnic Minorities Board Percentage,Black or African American - Ethnic Minorities Board Percentage,Hispanic or Latino - Ethnic Minorities Board Percentage,White - Ethnic Minorities Board Percentage,Other - Ethnic Minorities Board Percentage
WDC.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VTR.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IVZ.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZBRA.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMAT.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STX.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDS.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KVUE.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYK.N,True,True,True,,,1,22595000000,True,True,True,False,False,True,True,False,100.0,False,True,True,True,False,False,4,,,,True,False,False,False,True,True,,False,True,0.909090909090909,True,999,1,True,False,47427307,21979369,True,False,False,True,3163542,1,False,,,,22.2222222222222,,,2099.0177915468,40.0,20.0,20.0,,60.0,
DELL.N,False,True,True,,,1,102301000000,True,False,True,True,True,False,False,False,100.0,False,False,True,True,False,False,5,,,,False,False,False,False,True,True,True,False,True,1.55555555555556,True,999,1,True,False,49328600,17198900,True,True,True,True,1649870,4,False,,,11.1111111111111,22.2222222222222,,,482.190789923852,,,,,,
VRSN.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TECH.OQ,False,True,True,,,1,1159060000,True,True,True,False,False,True,True,False,100.0,False,True,True,True,False,False,4,,,,True,False,False,False,True,True,True,False,False,0.909090909090909,True,999,1,True,False,25945725,6852495,True,False,False,True,2509928,1,False,,,,0.0,,,22385.1439959968,22.0,11.0,,11.0,78.0,
NVR.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JBL.N,True,True,True,,,1,28883000000,True,True,True,False,False,True,True,False,100.0,False,True,True,True,False,False,6,,,,True,False,False,False,True,True,True,False,True,0.363636363636364,True,999,1,True,False,38125759,11883424,True,False,False,True,2818512,,False,,,,14.2857142857143,,,1320.00688986601,33.33,,,,,
XYZ.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOW.N,False,True,True,,,1,97059000000,True,True,True,False,False,True,True,False,100.0,False,True,True,True,False,False,6,,,,True,False,False,True,True,True,True,False,True,1.08333333333333,True,999,1,True,False,42349600,17472000,True,False,False,True,3593150,0,False,,,8.33333333333333,25.0,,,436.328418796814,42.0,,,,,
BSX.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYY.N,True,True,True,,,1,78844000000,True,True,True,False,False,True,True,False,100.0,False,True,True,True,False,False,5,,,,False,False,False,False,True,True,True,False,True,0.833333333333333,True,999,1,True,False,32360985,15598250,True,False,True,True,3535680,1,False,,,,21.4285714285714,,,410.44321698544,30.0,,,,,
FCX.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAS.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEN.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
META.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAYC.N,False,True,False,,,1,1883200000,True,True,True,False,False,True,True,False,100.0,False,False,True,True,False,False,10,,,,True,False,True,True,True,True,True,False,True,0.444444444444444,False,999,3,True,False,40169584,12088037,True,False,True,True,2234427,1,False,,,,16.6666666666667,,,21330.4927782498,37.5,,,,,
EXPE.OQ,False,True,True,,,1,13691000000,True,False,True,True,True,False,False,False,100.0,True,False,True,True,False,False,7,,,,True,False,False,False,True,True,True,True,False,0.692307692307692,True,999,1,True,False,53566367,24934592,True,False,True,True,2824865,1,False,,,,40.0,,,3912.52406690527,,,,,,
RJF.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VICI.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNH.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEN.OQ,False,True,True,,,1,3338000000,True,True,True,False,False,True,True,False,100.0,False,True,True,True,False,False,2,,,,,False,False,False,True,True,,,False,1.0,True,999,1,True,False,52311000,25291400,True,False,False,True,3698800,1,False,,,20.0,25.0,,,15671.3600958658,20.0,10.0,10.0,,80.0,
LLY.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRMN.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PODD.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISRG.OQ,False,True,True,,,1,8352100000,True,True,True,False,False,True,True,False,100.0,False,True,True,True,False,False,6,,,,True,False,False,True,True,True,True,False,False,0.714285714285714,True,999,1,True,False,51658101,18196432,True,False,False,True,3732454,1,False,,,,10.0,,,6185.04340225811,41.6,16.67,8.33,8.33,58.34,8.33
AVB.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPR.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CBRE.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CINF.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WMB.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EA.OQ,True,True,True,,,1,7426000000,True,True,True,False,False,True,True,False,100.0,False,True,True,True,False,False,5,,,,True,False,False,False,True,True,,False,True,1.11111111111111,True,999,1,True,False,62578200,20659000,True,False,True,True,2436470,1,False,,,,28.5714285714286,,,8426.90546727713,37.5,,12.5,25.0,62.5,
TMUS.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CB.N,True,True,True,,,1,55753000000,True,True,True,False,False,False,False,True,10.0,False,True,True,True,False,False,8,,,,True,False,False,True,True,True,True,False,True,0.714285714285714,True,999,1,True,False,66094956,30138094,True,False,True,True,4474540,1,False,,,15.3846153846154,7.14285714285714,,,1185.4959553746,,,,,,
TXN.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDLZ.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRO.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BALL.N,False,True,False,,,1,11795000000,True,True,True,False,False,True,True,False,100.0,False,True,True,True,False,False,8,,,,True,False,True,True,True,True,True,False,True,1.08333333333333,False,999,3,True,False,26455796,12329337,True,False,False,True,3158686,,False,,,,45.4545454545455,,,2242.9670199237,30.0,,,,,
PFG.OQ,True,True,False,,,1,15680300000,True,True,True,False,False,True,True,False,100.0,False,True,True,True,False,False,9,,,,True,False,True,True,True,True,True,False,True,1.16666666666667,False,999,3,True,False,39037356,16438184,True,False,True,True,3634549,1,False,,,8.33333333333333,36.3636363636364,,,2489.57966365439,,,,,,
KEYS.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCG.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RL.N,False,True,True,,,1,6443600000,True,False,True,True,True,False,False,False,100.0,False,False,True,True,True,False,7,,,,True,False,False,True,True,True,True,False,True,0.714285714285714,True,999,1,True,True,44885579,18288879,True,False,True,True,2724694,1,False,,,,40.0,,,6965.91641318518,23.0,,,,,
JPM.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TTWO.OQ,True,True,True,,,1,5349900000,True,True,True,False,False,True,True,False,100.0,False,True,True,True,False,False,4,,,,True,False,False,,True,True,,,True,0.4,True,999,1,True,False,19602000,11354700,True,False,False,True,3010800,1,False,,,,25.0,,,3663.99371950878,,,,,,
CDW.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMD.N,True,True,True,,,1,4685297000,True,True,True,False,False,True,True,False,100.0,False,True,True,True,False,False,5,,,,True,False,True,,True,True,,,True,0.2,False,999,1,True,False,26636897,14120829,True,False,False,True,3474426,1,False,,,,16.6666666666667,,,5685.20992372522,27.28,18.18,,9.1,72.72,
LNT.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COO.OQ,False,True,True,,,1,3895400000,True,True,True,False,False,True,True,False,100.0,False,True,True,True,False,False,5,,,,True,False,False,False,True,True,True,False,True,0.888888888888889,True,999,1,True,False,30496223,15427631,True,False,True,True,2604926,1,False,,,,14.2857142857143,,,7828.77830261334,14.29,,,14.29,85.71,
CMG.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCAR.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GNRC.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHTR.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWR.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM.N,False,True,True,,,1,37878000000,True,True,True,False,False,True,True,False,100.0,False,True,True,True,False,False,3,,,,True,False,False,,True,True,,False,True,1.15384615384615,True,999,1,True,False,50341849,20237916,True,False,True,True,4033392,,False,,,66.6666666666667,14.2857142857143,,8.33333333333333,1329.05245789112,,,,,,
SNA.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UAL.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESS.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHC.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLDR.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JBHT.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CMI.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNR.N,False,True,True,,,1,4082800000,True,True,True,False,False,True,True,False,100.0,False,True,True,True,False,False,4,,,,False,False,False,True,True,True,True,,False,0.8,True,999,1,True,False,21907991,10769964,True,False,False,True,3191276,1,False,,,,30.0,,,5365.92314098168,,,,,,
CRL.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DECK.N,False,True,True,,,1,3627290000,True,True,True,False,False,True,True,False,100.0,False,True,True,True,False,False,7,,,,True,False,False,True,True,True,True,,False,1.4,True,999,1,True,False,23237100,11391500,True,False,False,True,2699470,0,False,,,,33.3333333333333,,,6406.18753945783,50.0,,,,,
HPQ.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROP.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LW.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TGT.N,True,True,True,,,1,109120000000,True,True,True,False,False,True,True,False,100.0,False,True,True,True,False,False,4,,,,True,False,False,False,True,True,True,False,True,1.35714285714286,True,20,1,True,False,36902500,17664900,True,False,False,True,4078050,1,False,,,,40.0,,,338.182734604106,38.0,0.0,15.0,23.0,62.0,0.0
NTAP.OQ,False,True,True,,,1,6362000000,True,True,True,False,False,True,True,False,100.0,False,True,True,True,False,False,6,,,,True,False,False,False,True,True,True,False,False,1.0,True,999,1,True,False,30905900,11370400,True,False,True,True,2931270,,False,,,,20.0,,,4857.89060044011,22.22,22.22,,,77.78,
OXY.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TER.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAB.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOW.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXC.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR.N,False,True,True,,,1,6506800000,True,True,True,False,False,True,True,False,100.0,False,True,True,True,False,False,4,,,,True,False,False,False,True,True,True,,True,1.5,True,999,1,True,False,29615888,14251992,True,False,True,True,3062354,0,False,,,,18.1818181818182,,,4551.52886211348,30.0,10.0,20.0,,70.0,
EMN.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AZO.N,False,False,True,,,1,18490268000,True,True,True,False,False,True,True,False,100.0,False,True,True,True,False,False,6,,,,True,False,False,False,True,True,True,False,True,0.818181818181818,True,999,1,True,False,40081769,9198465,True,False,False,True,2585000,0,False,,,,21.4285714285714,,,2167.72244728957,22.2,,,,,
TEL.N,True,True,True,,,1,15845000000,True,True,True,False,False,True,True,False,100.0,False,True,True,True,False,False,6,,,,False,False,False,True,True,True,,True,True,1.75,True,999,1,True,False,36188698,16843687,True,False,True,True,3278594,,False,,,27.2727272727273,12.5,,16.6666666666667,2283.91909119596,33.33,,8.33,,66.67,25.0
FRT.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUK.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KMI.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DVN.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCL.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VTRS.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAH.N,False,True,True,,,1,226827000000,True,True,True,False,False,True,True,False,100.0,False,True,True,True,False,False,5,,,,True,False,False,False,True,True,True,False,False,1.21428571428571,True,999,1,True,False,49571925,25650709,True,False,False,True,3795090,1,False,,,,57.1428571428571,,,218.545080612096,20.0,10.0,10.0,,80.0,
MKC.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IEX.N,False,False,False,,,1,3268800000,True,True,True,False,False,True,True,False,100.0,False,False,True,True,False,False,8,,,,True,False,True,True,True,True,True,,False,0.4,False,999,3,True,False,16322068,9371468,True,True,True,True,2540000,3,False,,,,50.0,,,4993.29050416055,30.0,,20.0,10.0,70.0,
VLO.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
