Instrument,Audit Rotation,Disclosure of Voting Results,Shareholder Director Votes,AGM Date,AGM Notice Filing Date,Exchange Rate to USD,Sales in USD,Shareholder Rights Policy,Policy Equal Voting Right,Policy Shareholder Engagement,Dual Class Stock,Different Voting Right Share,Equal Voting Rights,Equal Shareholder Rights,Voting Cap,Voting Cap Percentage,Minimum Number of Shares to Vote,Director Election Majority Requirement,Shareholders Vote on Executive Pay,Public Availability Corporate Statutes,Veto Power or Golden share,State Owned Enterprise SOE,Anti Takeover Devices Above Two,Poison Pill,Poison Pill Adoption Date,Poison Pill Expiration Date,Unlimited Authorized Capital or Blank Check,Classified Board Structure,Staggered Board Structure,Supermajority Vote Requirement,Golden Parachute,Limited Shareholder Rights to Call Meetings,Elimination of Cumulative Voting Rights,Pre-emptive Rights,Chairman is ex-CEO,Board Member Affiliations,Board Individual Re-election,Board Member Membership Limits,Board Member Term Duration,Executive Compensation Policy,Executive Individual Compensation,Total Senior Executives Compensation,Highest Remuneration Package,CEO Compensation Link to TSR,Executive Compensation LT Objectives,Sustainability Compensation Incentives,Shareholders Approval Stock Compensation Plan,Board Member Compensation,Board Member LT Compensation Incentives,Executive Compensation Controversies,Mgt Compensation Controversies Count,Recent Mgt Compensation Controversies,"Board Cultural Diversity, Percent","Executive Members Gender Diversity, Percent",Chief Diversity Officer,Executives Cultural Diversity,Total Senior Executives Compensation To Revenues in million,Ethnic Minorities Board Percentage,Asian - Ethnic Minorities Board Percentage,Black or African American - Ethnic Minorities Board Percentage,Hispanic or Latino - Ethnic Minorities Board Percentage,White - Ethnic Minorities Board Percentage,Other - Ethnic Minorities Board Percentage
POOL.OQ,,,,,,1,3936620000,True,True,True,False,False,True,True,False,100.0,False,True,True,True,False,False,3,,,,True,False,False,False,True,True,,False,False,0.444444444444444,True,999,1,True,False,14191201.0,5057340.0,True,False,True,True,1706849.0,1,False,,,,25.0,,,3604.92021073916,,,,,,
CHRW.OQ,,,,,,1,16207106000,True,True,True,False,False,True,True,False,100.0,False,True,True,True,False,False,8,False,,,True,False,False,True,True,True,True,False,True,0.818181818181818,True,999,1,True,False,13177114.0,5432670.0,True,False,False,True,2227540.0,0,False,,,,9.09090909090909,,,813.045462897571,,,,,,
AJG.N,,,,,,1,7003600000,True,True,True,False,False,True,True,False,100.0,False,True,True,True,False,False,7,,,,True,False,False,True,True,True,True,False,True,0.1,True,999,1,True,False,26153800.0,11177500.0,True,False,False,True,2431760.0,1,False,,,,9.09090909090909,,,3734.33662687761,,,,,,
CNP.N,,,,,,1,7418000000,True,True,True,False,False,True,True,False,100.0,False,True,True,True,False,False,6,False,,,True,False,False,True,True,True,True,,False,0.538461538461538,True,999,1,True,False,41365722.0,11946295.0,True,False,False,True,2261786.0,0,False,,,18.1818181818182,30.0,,,5576.39822054462,,,,,,
AMCR.N,,,,,,1,12861000000,True,True,True,False,False,True,True,False,100.0,False,True,True,True,False,False,1,,,,False,False,False,,,False,,,False,1.72727272727273,True,999,1,True,False,41195800.0,10991100.0,True,False,True,True,2957500.0,0,False,,,45.4545454545455,21.4285714285714,,,3203.15683072856,,,,,,
WM.N,,,,,,1,15218000000,True,True,True,False,False,True,True,False,100.0,False,True,True,True,False,False,5,,,,True,False,False,False,True,True,True,False,False,1.11111111111111,True,999,1,True,False,25864400.0,12373900.0,True,False,False,True,2306640.0,,False,,,12.5,40.0,,,1699.59258772506,22.0,,,,,
BA.N,False,True,True,,,1,58656000000,True,True,True,False,False,True,True,False,100.0,False,True,True,True,False,False,4,,,,True,False,False,False,True,True,True,False,True,1.13333333333333,True,999,1,True,False,41010095.0,21074100.0,True,False,False,True,3895457.0,,False,,,,25.0,,5.26315789473684,699.162830741953,,,,,,
FOX.OQ,,,,,,1,12909000000,True,False,True,True,True,False,False,False,100.0,False,True,True,True,False,False,6,,,,False,False,False,True,True,True,,False,True,0.5,True,999,1,True,False,91131100.0,31120300.0,True,False,True,True,1741830.0,,False,,,12.5,15.3846153846154,,9.09090909090909,7059.50112324735,,,,,,
TKO.N,,,,,,1,960442000,True,False,True,True,True,False,False,False,100.0,True,False,True,True,True,False,6,,,,True,False,False,,True,True,True,False,True,0.076923076923077,True,999,1,True,False,12450753.0,3503700.0,True,False,False,True,1507846.0,,False,,,,27.2727272727273,,,12963.565733277,,,,,,
WY.N,,,,,,1,10201000000,True,True,True,False,False,True,True,False,100.0,False,True,True,True,False,False,4,,,,False,False,False,False,True,True,True,False,False,0.833333333333333,True,999,1,True,False,28829300.0,12715500.0,True,False,True,True,2284790.0,1,False,,,11.1111111111111,33.3333333333333,,,2826.12488971669,11.1,,,,,
