Instrument,Audit Rotation,Disclosure of Voting Results,Shareholder Director Votes,AGM Date,AGM Notice Filing Date,Exchange Rate to USD,Sales in USD,Shareholder Rights Policy,Policy Equal Voting Right,Policy Shareholder Engagement,Dual Class Stock,Different Voting Right Share,Equal Voting Rights,Equal Shareholder Rights,Voting Cap,Voting Cap Percentage,Minimum Number of Shares to Vote,Director Election Majority Requirement,Shareholders Vote on Executive Pay,Public Availability Corporate Statutes,Veto Power or Golden share,State Owned Enterprise SOE,Anti Takeover Devices Above Two,Poison Pill,Poison Pill Adoption Date,Poison Pill Expiration Date,Unlimited Authorized Capital or Blank Check,Classified Board Structure,Staggered Board Structure,Supermajority Vote Requirement,Golden Parachute,Limited Shareholder Rights to Call Meetings,Elimination of Cumulative Voting Rights,Pre-emptive Rights,Chairman is ex-CEO,Board Member Affiliations,Board Individual Re-election,Board Member Membership Limits,Board Member Term Duration,Executive Compensation Policy,Executive Individual Compensation,Total Senior Executives Compensation,Highest Remuneration Package,CEO Compensation Link to TSR,Executive Compensation LT Objectives,Sustainability Compensation Incentives,Shareholders Approval Stock Compensation Plan,Board Member Compensation,Board Member LT Compensation Incentives,Executive Compensation Controversies,Mgt Compensation Controversies Count,Recent Mgt Compensation Controversies,"Board Cultural Diversity, Percent","Executive Members Gender Diversity, Percent",Chief Diversity Officer,Executives Cultural Diversity,Total Senior Executives Compensation To Revenues in million,Ethnic Minorities Board Percentage,Asian - Ethnic Minorities Board Percentage,Black or African American - Ethnic Minorities Board Percentage,Hispanic or Latino - Ethnic Minorities Board Percentage,White - Ethnic Minorities Board Percentage,Other - Ethnic Minorities Board Percentage
POOL.OQ,False,True,True,,,1,6179727000,True,True,True,False,False,True,True,False,100.0,False,True,True,True,False,False,3,,,,True,False,False,False,True,True,,False,False,0.545454545454545,True,999,1,True,False,13119565.0,5846697.0,True,False,True,True,1914508.0,1,False,,,,33.3333333333333,,,2123.00074097124,18.18,,,18.18,81.82,
CHRW.OQ,False,True,True,,,1,24696625000,True,True,True,False,False,True,True,False,100.0,False,True,True,True,False,False,8,,,,True,False,False,True,True,True,True,False,True,0.714285714285714,True,999,1,True,False,24231639.0,10529870.0,True,False,False,True,2813517.0,0,False,,,,12.5,,,981.172083229996,10.0,,10.0,,90.0,
AJG.N,False,True,True,,,1,8550600000,True,True,True,False,False,True,True,False,100.0,False,True,True,True,False,False,7,,,,True,False,False,True,True,True,True,False,True,0.1,True,999,1,True,False,34007119.0,14194926.0,True,False,True,True,2715176.0,1,False,,,,8.33333333333333,,,3977.1617196454,20.0,,,,,
CNP.N,False,True,True,,,1,9321000000,True,True,True,False,False,True,True,False,100.0,False,True,True,True,False,False,6,,,,True,False,False,True,True,True,True,,False,0.4,True,999,1,True,False,24072283.0,13867875.0,True,False,True,True,2869651.0,0,False,,,11.1111111111111,37.5,,,2582.5858813432,,,,,,
AMCR.N,False,True,True,,,1,14694000000,True,True,True,False,False,True,True,False,100.0,False,True,True,True,False,False,1,,,,False,False,False,,,False,,,False,1.90909090909091,True,999,1,True,False,23049300.0,7306000.0,True,False,True,True,3099740.0,0,False,,,40.0,22.2222222222222,,,1568.61984483463,,,,,,
WM.N,True,True,True,,,1,19698000000,True,True,True,False,False,True,True,False,100.0,False,True,True,True,False,False,5,,,,True,False,False,False,True,True,True,False,False,1.11111111111111,True,999,1,True,False,35629047.0,14820684.0,True,False,False,True,2585078.0,0,False,,,11.1111111111111,36.3636363636364,,,1808.76469692355,33.0,,,,,
BA.N,False,True,True,,,1,66608000000,True,True,True,False,False,True,True,False,100.0,False,True,True,True,False,False,4,,,,True,False,False,False,True,True,True,False,False,1.41666666666667,True,999,1,True,False,58870513.0,22480396.0,True,False,True,True,4239412.0,,False,,,,30.4347826086957,,4.54545454545455,883.835470213788,25.0,,,,,
FOX.OQ,False,True,True,,,1,14913000000,True,False,True,True,True,False,False,False,100.0,False,True,True,True,False,False,6,,,,False,False,False,True,True,True,,False,True,0.5,True,999,1,True,False,73023700.0,22941900.0,True,False,True,True,1979850.0,,False,,,12.5,0.0,,33.3333333333333,4896.64722054583,,,,,,
TKO.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY.N,False,True,True,,,1,7674000000,True,True,True,False,False,True,True,False,100.0,False,True,True,True,False,False,2,,,,False,False,False,False,False,False,True,False,False,1.4,True,999,1,True,False,28247800.0,13022400.0,True,False,True,True,2704850.0,1,False,,,30.0,28.5714285714286,,,3680.9747198332,10.0,,,,,
