Instrument,ESG Score Grade,ESG Combined Score Grade,ESG Score,ESG Combined Score,ESG Controversies Score,Social Pillar Score Grade,Governance Pillar Score Grade,Environmental Pillar Score Grade,Social Pillar Score,Governance Pillar Score,Environmental Pillar Score,Resource Use Score Grade,Emissions Score Grade,Environmental Innovation Score Grade,Workforce Score Grade,Human Rights Score Grade,Community Score Grade,Product Responsibility Score Grade,Management Score Grade,Shareholders Score Grade,CSR Strategy Score Grade,Resource Use Score,Emissions Score,Environmental Innovation Score,Workforce Score,Human Rights Score,Community Score,Product Responsibility Score,Management Score,Shareholders Score,CSR Strategy Score
MCD.N,B+,C,70.8940556660205,39.234906620889,7.57575757575758,A-,C+,A-,78.4341489248833,49.1340094290149,82.5050627201443,A+,A-,D-,B,A-,B,A+,B-,C+,B-,96.6960352422907,80.8823529411765,0.0,66.4893617021277,78.2258064516129,59.2198581560284,95.1737451737452,50.6206697459584,42.0756351039261,52.2882693319306
HD.N,B+,B-,67.4849092193004,55.801278139062,44.1176470588235,B+,B-,A,71.0625083481798,54.5824009202239,85.3397055310551,A,A,A,B,C+,A,A-,C+,B+,B+,83.7378640776699,86.3861386138614,85.7723577235772,59.297520661157,43.1937172774869,89.4628099173554,79.3478260869565,45.4821016166282,74.6102771362587,70.0420831141504
SPG.N,B,B,66.4262370273791,66.4262370273791,100.0,B,B,B,66.2114360876216,66.5055844559749,66.5310885591496,B+,A-,C-,B,D,A+,C,B-,A-,A+,67.0212765957447,76.4623955431755,27.3279352226721,64.8051948051948,12.2916666666667,95.7142857142857,40.1369863013699,57.520207852194,75.3897228637413,98.1062598632299
HBAN.OQ,B+,B+,74.1565982879742,74.1565982879742,74.2105263157895,A-,B+,B+,78.5406157197482,67.9524030948421,74.5665817835827,A-,A-,B+,A,C,A+,B+,B,A-,A,77.9034690799397,76.2793914246196,73.3041575492341,88.8598326359833,37.3390557939914,98.2740585774059,74.0638766519824,61.5906466512702,77.6125866050808,85.2709100473435
LVS.N,B+,B+,73.5789288705731,73.5789288705731,100.0,B,B+,A,64.6877440347345,74.1998874202459,87.7076163195565,A+,A,C-,A+,B-,A+,C,A,D+,A,94.2164179104478,90.3636363636364,29.4642857142857,98.8599348534202,50.4739336492891,97.2312703583062,35.8391608391608,89.2159598214286,17.2014508928571,84.6171802054155
CTRA.N,C,C,35.8211245476394,35.8211245476394,73.469387755102,C-,C+,C,26.8109041747931,48.564840574569,38.0878361189893,C+,B,D-,C-,C-,C-,D-,C+,C+,B,45.1417004048583,64.8897058823529,0.0,31.3620071684588,31.5533980582524,31.7204301075269,0.0,47.7338337182448,43.75,59.9421357180431
ON.OQ,B+,B+,71.6970598709764,71.6970598709764,100.0,A,A-,B-,84.2136985813279,75.0522925821222,51.690654384955,B-,B+,C,A,A+,A-,A-,A-,C,A+,53.1088082901554,71.025641025641,35.3846153846154,85.5450236966825,92.4581005586592,76.0663507109005,75.990099009901,82.2026558891455,38.0051963048499,94.8711204629143
AIG.N,B+,B,67.5200152826451,65.170264051579,62.8205128205128,B,B+,B-,66.1224721914927,73.576835395981,54.2409557616703,B-,C+,B-,B+,B,A+,C-,B,A+,A+,50.4444444444445,48.5772357723577,57.3943661971831,69.8979591836735,60.9947643979058,91.6666666666667,32.8467153284672,61.128752886836,98.5421478060046,98.3692793266702
AIZ.N,B+,B+,69.4208277741217,69.4208277741217,100.0,B+,A-,C-,73.2542065628178,79.2445646693791,26.5327913279133,B+,B,D-,B,B-,A,A,A,B,A-,73.1111111111111,59.5528455284553,0.0,59.0136054421769,52.8795811518325,89.9659863945578,87.2262773722628,85.3781755196305,60.1472286374134,77.2225144660705
CARR.N,B,B,59.6531843629103,59.6531843629103,100.0,A-,C+,B-,79.966327961684,44.4957593932774,50.0903816093145,A,A,D+,A,B-,A+,A,D+,A-,A,89.4897959183673,83.6798336798337,17.5903614457831,84.9074074074074,57.0135746606335,97.6851851851852,86.2573099415205,23.4844110854503,83.2996535796767,91.3466596528143
EVRG.OQ,B+,B+,67.0179048302885,67.0179048302885,100.0,B-,A+,B,53.265321307324,92.2961168891702,62.6650498426251,D+,A-,A+,D+,A,A,D,A+,A,A+,17.5619834710744,78.4584980237154,93.7768240343348,24.8076923076923,90.2714932126697,88.6538461538461,16.0869565217391,94.0964203233256,86.2442263279446,92.3724355602315
SMCI.OQ,C,C,39.0826576471,39.0826576471,68.1818181818182,C+,C,C-,45.769306755896,33.6229792147806,31.3248426730596,D,D,C+,D+,B,B-,C,C,C-,D-,13.2978723404255,12.5,43.6619718309859,18.1372549019608,60.9195402298851,56.8627450980392,37.7551020408163,41.5271362586605,29.6911085450346,0.0
COST.OQ,B+,B-,69.4237984761288,57.7888223149875,46.1538461538462,C+,A-,A,45.3957264828892,76.493645201136,89.6070858880187,A+,A,A-,C-,A,C-,B,A+,C-,C,97.2826086956522,84.4086021505376,77.9661016949153,26.2376237623762,83.7078651685393,27.7227722772277,65.7894736842105,98.4793526785714,30.0362723214286,36.2511671335201
MCO.N,B+,B+,69.7709787938895,69.7709787938895,71.5909090909091,B,A-,B,63.9112233197935,80.42359547809,65.249333999334,A+,A,D-,A+,C,A+,C-,A-,A-,A+,95.979020979021,86.0576923076923,0.0,97.3389355742297,34.4106463878327,97.0588235294118,25.9587020648968,77.9878752886836,75.6495381062356,99.7632824829037
DIS.N,B+,C+,70.7351906168528,42.9762909606003,15.2173913043478,A,B-,B-,85.7067893442664,55.5004147770368,57.301703163017,A+,B+,D-,A-,B+,A+,A+,B-,C,B+,92.2222222222222,74.0875912408759,0.0,79.75,67.8899082568807,98.25,91.8478260869565,57.0005773672055,40.8054272517321,70.0420831141504
LULU.OQ,C+,C+,47.138270029535,47.138270029535,100.0,C,B-,B,36.767863320743,56.7244332527874,62.2947266421869,B,C,A-,C+,C,B-,D,B-,B,B+,60.4166666666667,40.625,79.6511627906977,50.0,34.070796460177,53.6585365853659,13.135593220339,52.3239030023095,62.5144341801386,70.0420831141504
PAYX.OQ,B,B,58.9739167720676,58.9739167720676,100.0,B,B-,B+,58.5057085817492,53.7506382761438,67.290408939048,B+,A,C,A-,C+,A-,C-,C+,A,B-,69.2691029900332,88.8719512195122,39.4736842105263,77.6422764227642,48.4098939929329,76.8292682926829,26.5536723163842,44.04296875,84.2215401785714,56.5826330532213
WSM.N,B,B,66.2549853091661,66.2549853091661,100.0,A-,C+,A-,76.2161581253422,48.5136995884424,79.6016171591111,B+,A-,A,B-,A-,A,A-,C,A-,A-,73.0582524271845,80.940594059406,85.7723577235772,56.8181818181818,75.130890052356,89.4628099173554,79.3478260869565,33.5017321016166,77.9590069284065,79.4055760126249
AMD.OQ,B+,B+,71.3081748335615,70.6540874167807,70.0,B+,B+,B+,73.5982032368822,67.594632843862,71.2540041037451,A+,A+,C,A,B,A+,C+,B,B,A+,95.5958549222798,92.5641025641026,35.3846153846154,90.7582938388626,64.804469273743,95.0236966824644,48.2673267326733,64.1310623556582,60.9555427251732,94.8711204629143
REG.OQ,A-,A-,77.5217408526483,77.5217408526483,100.0,A+,B,A-,92.0643160843372,63.1737271903001,78.116727733921,A-,A,C-,A,A,A+,A+,B,B-,A,80.0911854103343,89.5543175487465,27.3279352226721,88.961038961039,87.9166666666667,94.9350649350649,93.4246575342466,60.493648960739,57.3758660508083,85.2709100473435
DHI.N,C,C,41.5233561485858,41.5233561485858,100.0,C,A-,D+,36.5783702499413,80.8227482678984,17.252396498763,D,D+,D,D+,C+,B,D+,A,A+,D-,14.2361111111111,24.3150684931507,14.6341463414634,24.5222929936306,42.6829268292683,59.8726114649682,16.7785234899329,91.5848729792148,98.830831408776,0.0
TTD.OQ,D+,D+,20.9757543962054,20.9757543962054,100.0,C+,D-,D-,43.6343312707093,7.75692840646651,0.0,D-,D-,D-,C-,D-,A-,C,D,D-,D-,0.0,0.0,0.0,26.271186440678,0.0,75.8148631029987,34.2069892473118,10.7823325635104,2.84353348729792,0.0
TRV.N,B,B,59.651146982165,59.651146982165,100.0,B+,B-,C-,68.6623752132849,58.1102167976904,32.734638726669,A-,B+,D-,B+,B,A+,C-,B-,B,A,76.0,69.7154471544715,5.98591549295775,72.9591836734694,66.2303664921466,94.0476190476191,32.8467153284672,50.8804849884527,64.1021939953811,85.2709100473435
MOS.N,B+,B+,70.7315722147442,70.7315722147442,100.0,A-,A+,B-,77.746340620907,93.6704958372462,51.0192746803731,A,B+,D-,A-,B+,A+,B+,A+,A,A+,86.1464968152866,67.8461538461538,0.0,81.9402985074627,66.8627450980392,99.2537313432836,72.8571428571428,93.3458429561201,91.0941108545035,99.1583377169911
WDC.OQ,B,B,58.6794020814486,58.6794020814486,100.0,B+,C,B-,71.6696056443847,37.3500166437259,56.4756289820328,A-,B+,C+,B+,A,B+,C,C-,C,A,82.4468085106383,71.195652173913,43.6619718309859,75.0,91.3793103448276,69.1176470588235,37.7551020408163,27.2661662817552,39.0155889145497,85.2709100473435
VTR.N,A-,A-,81.8723484067,81.8723484067,100.0,B+,A-,A,70.8435347581818,82.0115273999868,90.6286212057857,A,A+,A-,A-,A,A-,C,A,C+,A+,91.3373860182371,92.3398328690808,81.3765182186235,77.7922077922078,87.9166666666667,81.2987012987013,40.1369863013699,89.6795612009238,45.020207852194,99.1583377169911
IVZ.N,B+,B+,74.5645537814776,74.5645537814776,100.0,B+,A-,B-,72.5866723152201,81.1798088410991,58.0810736359081,B+,A,C+,A,D-,A,C+,A-,A-,A,70.5769230769231,85.6884057971015,42.0398009950249,89.0581717451524,1.25,88.9196675900277,44.006309148265,79.4354838709677,81.8548387096774,88.8888888888889
ZBRA.OQ,C+,C+,44.9949343088934,44.9949343088934,100.0,B,B-,C-,62.1387201931818,51.2073651321637,25.9296531310094,C+,D+,D-,C-,A-,A,C,B,D+,C+,46.484375,23.6434108527132,0.602409638554217,26.8707482993197,76.5486725663717,86.734693877551,39.568345323741,62.0814087759815,17.6241339491917,47.2119936875329
AMAT.OQ,A-,A-,82.6939556973871,82.6939556973871,100.0,A,A,A-,83.6208775104522,86.4570220324864,78.2835495918398,A,B,A-,A-,A-,A,A,A,A-,A,90.9326424870466,65.8974358974359,78.0769230769231,80.8056872037915,78.7709497206704,88.8625592417062,90.3465346534654,89.3908775981524,77.4682448036952,85.2709100473435
STX.OQ,B-,B-,53.4125415128204,53.4125415128204,68.1818181818182,B,C,B-,62.3901607049523,36.6738095238095,54.2869148284713,A,B,C+,A,B,B+,C,C,D-,A,86.7021276595745,59.2391304347826,43.6619718309859,84.8039215686274,60.9195402298851,69.1176470588235,37.7551020408163,36.6071428571429,2.67857142857143,88.0
FDS.N,B+,B+,67.793172877757,67.793172877757,100.0,B,A+,C,62.0296186860215,94.4189765404457,40.277084027084,C,B+,D-,B+,C,A-,B-,A+,A-,A+,41.0839160839161,73.8782051282051,0.0,74.9299719887955,41.254752851711,79.4117647058823,56.4896755162242,97.2142032332563,81.5386836027714,99.7632824829037
KVUE.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYK.N,A-,A-,80.2094075172537,80.2094075172537,100.0,A-,A,B-,82.6905976258341,87.261704160831,58.0968426175224,A-,B-,C+,A,A+,A-,B+,A+,A-,B+,76.7699115044248,51.255230125523,50.0,87.0820668693009,91.7061611374408,82.2188449848024,72.8260869565217,93.1222098214286,79.7293526785714,69.2577030812325
DELL.N,B,B,59.9182618727472,59.9182618727472,100.0,B+,B-,B-,66.7148812473749,50.8931267284064,56.203658584253,A,B+,C+,A,B,A,C,B-,D+,A,85.6382978723404,67.9347826086957,43.6619718309859,88.7254901960784,60.9195402298851,87.7450980392157,37.7551020408163,53.1322170900693,20.5109699769053,85.2709100473435
VRSN.OQ,C+,C+,49.3276749969578,49.3276749969578,100.0,B-,B-,D+,54.121907644864,54.2797706041025,19.0594662985967,C-,C+,D-,B-,C-,A-,C,B-,A,D+,28.8571428571429,42.481884057971,0.0,50.3911342894394,30.8189655172414,79.7262059973925,34.2069892473118,51.8331408775981,83.5594688221709,22.5933719095213
TECH.OQ,A-,A-,77.848594102816,77.848594102816,100.0,A,A,B-,90.0369316683452,83.4839968973701,52.7380952380952,C+,A,D-,A+,B+,A,A+,A,B,A-,42.8571428571429,83.3333333333333,0.0,91.8674698795181,69.1489361702128,86.0441767068273,97.6141078838174,90.0251116071429,65.3599330357143,77.9645191409898
NVR.N,C-,C-,28.8231767164841,28.8231767164841,100.0,D+,B+,D-,19.1749941562806,73.7018860662048,5.92838953284159,D,D,D-,C-,D-,C+,D+,A+,C+,D-,9.375,11.6438356164384,0.0,26.4331210191083,0.0,44.2675159235669,16.7785234899329,97.358545034642,43.9809468822171,0.0
JBL.N,A-,A-,76.4732160435879,76.4732160435879,100.0,A-,B+,A-,80.1468813877699,67.4085927773887,80.3846153846154,A+,B+,A-,A-,A,A,C,B,B+,A,92.3333333333333,67.6282051282051,79.1666666666667,82.0588235294118,89.3129770992366,86.7647058823529,36.624203821656,62.8487723214286,71.1356026785714,84.6171802054155
XYZ.N,C+,C-,45.1061025553611,29.9394149140442,14.7727272727273,B-,C,C+,51.3857833206827,34.2250052543149,49.1876179376179,A-,B-,D-,B,B-,B-,C-,C-,D+,B,78.4965034965035,57.8525641025641,0.0,59.5238095238095,55.3231939163498,57.9831932773109,25.9587020648968,32.953233256351,20.8285219399538,60.678590215676
LOW.N,A-,A-,80.853184908659,80.853184908659,100.0,A-,A,B+,82.5620197797774,84.919300708391,68.9235424844876,B+,A-,C+,B+,B+,A+,A,A,B+,A,72.0873786407767,82.4257425742574,44.7154471544715,67.9752066115702,68.848167539267,98.9669421487603,86.304347826087,88.7557736720554,71.8966512702079,85.2709100473435
BSX.N,A-,B-,82.4122017037023,55.6291777749281,28.8461538461538,A,A-,B,90.3961167591991,81.9900221673371,60.7908260893336,A,A+,D-,A+,B+,A+,A+,A,A-,B+,91.2935323383085,97.1794871794872,0.0,98.2315112540193,72.1354166666667,92.443729903537,99.009900990099,86.2730946882217,75.6784064665127,70.0420831141504
SYY.N,B+,B+,67.82675569237,67.82675569237,100.0,B,A,B,61.8070455224269,83.9971344440554,59.6113990498022,A-,C,A-,B,B+,C+,B+,A,B,A,82.0,35.0393700787402,77.8481012658228,58.3333333333333,68.5185185185185,47.8260869565217,69.3798449612403,90.7784598214286,60.9793526785714,84.6171802054155
FCX.N,A-,A-,81.0316572215692,81.0316572215692,100.0,A-,A,A-,75.7550190576596,86.6285050532538,83.1602450070346,A,A+,D-,B+,B+,A+,A-,A,B,A+,88.876404494382,94.6506550218341,0.0,69.9,68.75,97.1,78.2296650717703,91.6426096997691,64.4197459584296,94.8711204629143
MAS.N,B+,B+,72.7011987851166,72.7011987851166,100.0,A-,B+,B,79.9535009937115,71.204802767799,65.1123187009004,B-,B-,A-,B+,A+,A-,B+,A,C-,B+,55.2083333333333,53.7671232876712,78.8617886178862,74.2038216560509,94.3089430894309,75.4777070063694,67.7852348993289,85.060623556582,25.7938799076213,70.0420831141504
BEN.N,B-,B-,52.0220141396263,52.0220141396263,64.2857142857143,B,C,B-,65.1399781907122,40.7276077094062,52.7453960224888,A-,A,C-,B,D-,A,C+,C-,B+,B,76.7307692307693,87.8623188405797,29.1044776119403,65.7894736842105,0.0,88.9196675900277,44.006309148265,26.5444572748268,72.2142032332563,64.4134665965282
META.OQ,B,C-,64.149466387486,32.9368021592603,1.72413793103448,B,B+,C+,64.1874375034784,68.5472887330075,49.3810674028065,A+,A,D-,A+,A,B,C,A,D-,A+,92.2857142857143,83.786231884058,0.0,91.851368970013,89.7629310344828,63.4941329856584,34.2069892473118,83.7038106235566,0.476327944572748,94.8711204629143
PAYC.N,B,B,62.0559493698532,62.0559493698532,100.0,B+,B,C,73.5465180269794,59.4101781337535,37.8929990113972,D-,B,B-,B,D,A+,A-,A-,D,D+,4.69745222929936,58.9497041420118,52.2613065326633,66.0233918128655,15.1327433628319,95.8479532163743,79.6139927623643,82.0731026785714,10.5887276785714,19.327731092437
EXPE.OQ,B-,C+,51.0642473659382,42.7940284448739,34.5238095238095,B-,C-,B+,53.9475245171712,26.1053179952536,73.9909291924216,B+,A,D-,A-,A-,A-,D+,D,C,A-,69.589552238806,91.0909090909091,0.0,78.0130293159609,75.1184834123223,82.2475570032573,16.7832167832168,11.3978794642857,41.6155133928571,76.3772175536881
RJF.N,B+,B+,69.5006238215821,69.5006238215821,100.0,B,B+,A-,65.2705365811481,69.03387372798,82.9633696992555,B,B+,A+,C+,A-,A,C+,A-,B+,C,59.8076923076923,69.7463768115942,97.5124378109453,46.9529085872576,77.0,88.9196675900277,44.006309148265,75.10103926097,70.4243648960739,36.612309310889
CL.N,A+,A+,92.4170660816944,92.4170660816944,100.0,A+,A,A+,93.436157996733,88.9976351533308,93.8549293974827,A+,A,A+,A,A,A+,A+,A+,B+,A+,96.6666666666667,91.2162162162162,93.6170212765958,87.9310344827586,89.8550724637681,97.1264367816092,98.1927710843373,92.7973441108545,72.4162817551963,94.8711204629143
VICI.N,B,B,62.3955327257289,62.3955327257289,100.0,B,A-,B-,59.8182139251686,75.4273119694306,53.2995642182451,B+,C+,C-,C+,B+,A,C,B+,A+,B-,67.3252279635258,45.2646239554318,27.3279352226721,44.025974025974,67.7083333333333,86.3636363636363,40.1369863013699,73.1379907621247,98.4844110854503,52.2882693319306
UNH.N,B+,B-,74.3885677716183,50.4295780034562,26.4705882352941,B,A,B+,62.5416987803338,88.9919576585234,73.6142735768904,A,A-,D-,A+,C+,A+,D+,A+,A,B,91.1214953271028,77.7272727272727,0.0,96.5189873417722,42.9411764705882,93.3544303797468,24.0131578947368,95.2222863741339,85.1183602771363,63.6507101525513
ARE.N,B+,B+,72.8609829791401,72.8609829791401,100.0,A-,B+,B+,77.7910893111104,73.9724184913009,67.9407622063215,C,A+,A-,B,D,A+,A+,A-,C,A,41.1854103343465,92.8969359331476,81.3765182186235,60.6493506493506,12.2916666666667,96.7532467532468,93.4246575342466,82.3469976905312,38.5248267898383,85.2709100473435
GEN.OQ,A-,A-,81.6814241160891,79.0591028626422,76.4367816091954,B+,A,A-,74.8390379344947,89.1919385040652,76.2865587144483,A+,A+,B-,B+,A+,A+,C,A,A,A,94.1904761904762,97.7355072463768,52.1341463414634,71.7731421121252,95.5818965517241,97.7183833116036,34.2069892473118,88.6980369515012,90.4012702078522,89.8474487112046
LLY.N,B,B-,65.322984921661,50.6761983431834,36.0294117647059,A,C-,A-,85.4411922987003,26.3812029769187,77.4269467824949,A+,B+,B,A+,B,A+,A+,D,C-,A-,91.8478260869565,66.726618705036,61.4583333333333,95.4207920792079,60.3686635944701,97.6485148514851,97.6744186046512,15.6610854503464,26.169168591224,80.2998421883219
DAY.N,B,B,65.3779533063071,65.3779533063071,100.0,B+,B,C,73.6528002924965,66.289344593563,38.5881067402806,B+,B,D-,A,B+,A+,C,A-,C-,A-,74.7619047619047,61.5036231884058,0.0,88.4615384615385,73.3836206896552,96.0234680573664,34.2069892473118,75.736143187067,28.2476905311778,76.1178327196212
GRMN.N,B,B,60.1707480727504,60.1707480727504,100.0,B,B,C+,62.6164662592812,66.6144272394273,44.5315315315316,B,C-,C,B,B,B+,B-,A-,B-,D,65.5405405405405,27.3333333333333,40.0,62.6315789473684,65.2777777777778,72.6315789473684,52.2222222222222,81.9711538461538,53.125,10.0649350649351
PODD.OQ,B+,B+,71.565161034874,71.565161034874,100.0,B+,A-,B-,70.1244059802211,80.6505302504779,56.1615001913509,B-,B,C+,A-,C-,A,A,A-,A-,B+,57.4626865671642,61.2820512820513,50.0,75.7234726688103,27.6041666666667,89.2282958199357,86.1386138613861,83.0687066974596,79.6622401847575,70.0420831141504
ISRG.OQ,B,B,59.8419669618752,59.8419669618752,100.0,C+,A,C+,44.2754526854677,86.4868733951914,46.6655470274902,B+,B+,D-,A,D+,A-,D,A+,A,B-,71.0176991150443,73.8493723849373,0.0,84.3465045592705,22.7488151658768,75.8358662613982,10.8695652173913,92.3688616071429,86.81640625,56.5826330532213
AVB.N,B+,B+,73.7598086856927,73.7598086856927,100.0,A-,B,A-,78.893945885516,62.5405478215549,79.2445599655722,A-,A-,A-,A,A,A+,C,B-,A,A,75.8358662613982,82.3119777158774,81.3765182186235,84.025974025974,87.9166666666667,98.0519480519481,40.1369863013699,51.0825635103926,85.5802540415704,85.2709100473435
TPR.N,B,B,59.2103757611322,59.2103757611322,100.0,A-,C,B+,75.3245759124678,35.0900598688183,71.6416738761254,A+,A+,D-,A-,B-,A+,B,D+,B-,A+,98.7864077669903,96.7821782178218,0.0,78.3057851239669,55.7591623036649,99.7933884297521,59.1304347826087,18.5190531177829,51.7176674364896,93.0036822724882
CBRE.N,A,A,87.803689373933,87.803689373933,100.0,A,A+,A,83.4853301428831,93.9341247607211,86.3758546505194,A-,A,A+,A-,A+,A+,B,A+,A,A+,77.8820375335121,88.0376344086021,97.1119133574007,77.437641723356,92.9292929292929,95.8049886621315,65.9210526315789,94.5294457274827,91.3250577367206,94.8711204629143
CINF.OQ,B-,B-,50.0987447799684,50.0987447799684,100.0,C+,B,D+,47.4154980031637,62.2902247672409,22.9156685369671,B-,C+,D-,B,D-,A-,C-,A-,C,C,50.8888888888889,45.7317073170732,5.98591549295775,58.3333333333333,0.0,75.5102040816327,32.8467153284672,75.9670900692841,33.8192840646651,36.612309310889
WMB.N,B+,B+,73.5125918657504,71.5389046285274,69.5652173913043,B,A,A-,61.3178597796456,83.7626417399537,79.5927939452084,A+,A+,D-,A+,C-,A+,D+,A,B+,A,92.7672955974843,92.9378531073446,0.0,92.741935483871,29.5774647887324,92.741935483871,22.0,87.3412240184757,70.8285219399538,85.2709100473435
EA.OQ,B-,B-,56.3373620980943,56.3373620980943,100.0,B,B-,C,63.8139020816784,55.3344280328938,38.2200368069933,A,C+,D-,A,B-,A-,C,B-,A-,D+,84.2857142857143,45.5615942028986,0.0,84.2894393741851,55.6034482758621,79.5958279009126,34.2069892473118,54.0560046189376,81.4232101616628,22.5933719095213
TMUS.OQ,B,C-,59.5651422580266,33.1609495073917,6.75675675675676,B,C-,A-,66.4018301590937,29.8115254966897,80.4898283794429,A+,A-,B,B,B+,A+,C+,D+,C-,A,99.7175141242938,77.2988505747126,62.1621621621622,63.5204081632653,75.0,93.6224489795918,46.8421052631579,19.0675519630485,28.6518475750577,85.2709100473435
CB.N,B-,C+,54.1210230854298,41.715683956508,29.3103448275862,B-,B,C+,52.7672256106333,59.2067100897137,43.6022532343652,C-,A-,C,B-,C,B+,C-,A-,D-,B-,30.4081632653061,80.0373134328358,35.8552631578947,55.9016393442623,40.0966183574879,73.1147540983606,32.5259515570934,75.9708737864078,4.61165048543689,57.2784810126582
TXN.OQ,A-,A-,79.1725220476717,79.1725220476717,100.0,A,C+,A+,86.4148535905247,44.7730343496535,97.8805559245975,A+,A+,A+,A,A-,A+,A-,C,C+,A,98.7046632124352,99.7435897435897,95.7692307692308,89.8104265402844,78.7709497206704,99.7630331753555,82.9207920792079,35.7245958429561,47.9359122401847,85.2709100473435
MDLZ.OQ,A-,C+,78.8528143067052,46.4776892046347,14.1025641025641,A,B-,A,91.0300786353246,51.1546255789364,84.9060706945723,A,A-,A,A+,A-,A+,A+,C,A,A-,90.5633802816901,79.3447293447293,84.4262295081967,96.4473684210526,81.8936877076412,94.0633245382586,92.9775280898876,35.9555427251732,85.1760969976905,76.1178327196212
BRO.N,C-,C-,31.1221265835206,31.1221265835206,100.0,C,C,D-,35.3165252801927,36.1419990248639,1.38211382113821,D-,D-,D-,C-,C-,B-,C-,C,B,D-,0.0,6.91056910569106,0.0,27.3809523809524,26.7015706806283,51.1904761904762,32.8467153284672,35.060623556582,59.1945727482679,6.97001578116781
