Instrument,ESG Score Grade,ESG Combined Score Grade,ESG Score,ESG Combined Score,ESG Controversies Score,Social Pillar Score Grade,Governance Pillar Score Grade,Environmental Pillar Score Grade,Social Pillar Score,Governance Pillar Score,Environmental Pillar Score,Resource Use Score Grade,Emissions Score Grade,Environmental Innovation Score Grade,Workforce Score Grade,Human Rights Score Grade,Community Score Grade,Product Responsibility Score Grade,Management Score Grade,Shareholders Score Grade,CSR Strategy Score Grade,Resource Use Score,Emissions Score,Environmental Innovation Score,Workforce Score,Human Rights Score,Community Score,Product Responsibility Score,Management Score,Shareholders Score,CSR Strategy Score
POOL.OQ,C+,C+,45.9449025741466,45.9449025741466,100.0,C-,A,D,27.3960503668811,83.9276238989706,12.3354231974922,D-,C,D-,C+,D-,B-,D,A+,A,D-,6.89655172413793,38.3333333333333,0.0,46.0526315789474,5.35714285714286,56.578947368421,15.2777777777778,99.6020375676536,87.6313276026743,0.0
CHRW.OQ,C+,C+,45.9734693046888,45.9734693046888,100.0,B,C,C,60.2449384746035,40.3156593486106,35.2275526673463,B-,B-,D-,A-,D-,B+,B+,C,C,B,52.7522935779816,52.9166666666667,0.0,78.5714285714286,0.0,73.3082706766917,74.3801652892562,37.9656160458453,34.8455905762496,60.270979020979
AJG.N,B-,B-,53.2995068918883,53.2995068918883,100.0,B-,B,C-,50.106810719118,65.7705869955154,27.0607031857032,D-,C-,C,C+,D+,A-,C,A-,D+,B,5.96590909090909,27.9487179487179,33.7962962962963,48.155737704918,24.2537313432836,79.3032786885246,35.6837606837607,79.7675899395097,20.041388092964,64.3793706293706
CNP.N,C+,C+,42.2235927951351,42.2235927951351,100.0,C,A,C-,33.8729137171511,84.5917629012185,25.3353353353353,D,C-,C-,C-,D-,B+,C+,A,B,A,14.8648648648649,31.0810810810811,30.0,27.6315789473684,1.61290322580645,72.3684210526316,44.2857142857143,89.8280802292264,62.9258198026106,90.9090909090909
AMCR.N,B+,B+,70.9489138359323,70.9489138359323,100.0,B+,B+,B+,71.7693027474952,71.0444444444444,69.9800220694145,A,B+,C,B-,B+,A+,B+,B,A+,A-,91.1290322580645,68.4615384615385,37.719298245614,56.6176470588235,67.7966101694915,94.8529411764706,74.21875,61.6666666666667,95.0,82.0
WM.N,A,A,87.9083222231965,87.9083222231965,100.0,A+,A+,B+,92.3788093847986,94.5736421596021,70.2260235269944,A+,A+,D-,A+,A-,A+,A+,A+,A+,A,97.8155339805825,98.8888888888889,0.0,97.7031802120141,80.7262569832402,98.0565371024735,97.1698113207547,97.5963069086278,91.6905444126075,83.784965034965
BA.N,A-,C,79.6463515557103,41.0731757778551,2.5,A,B+,A-,88.5605774740401,68.862981441778,77.8731356196146,A-,A-,B+,A-,A+,A+,A,B,A+,C,75.6756756756757,82.3943661971831,75.0,75.5434782608696,94.1176470588235,97.2826086956522,83.3333333333333,66.4597262018466,98.0738618274435,37.0629370629371
FOX.OQ,B,B,63.3015179475627,63.3015179475627,63.8888888888889,A,C+,C+,83.6499733813906,42.9432242755433,44.0,C+,A-,D-,A,A-,A,A-,C,A-,C,45.2173913043478,76.0869565217391,0.0,86.6847826086956,82.7777777777778,88.3152173913044,77.9411764705882,33.5699184536394,78.0277861673211,37.1829105473965
TKO.N,D+,D+,22.9855318525998,22.9855318525998,100.0,C,D,D-,34.4412083624386,15.5640683988452,0.0,D-,D-,D-,D+,D-,B+,C,D+,D,D-,0.0,0.0,0.0,25.0,0.0,69.0140845070423,36.0655737704918,19.9033977348434,11.4756828780813,0.0
WY.N,A-,A-,78.371140885345,78.371140885345,100.0,A-,B+,A-,78.3775653983356,72.6678465343973,83.2545086971317,A,A,B,A-,A,A+,C,B,A+,A,85.4098360655738,87.2307692307693,59.7222222222222,83.1967213114754,90.4878048780488,96.3114754098361,40.9763313609467,62.2319540924192,95.1072183630323,91.1882510013351
MCD.N,B+,C,70.4465812456806,35.8482906228403,1.25,A-,C,A,79.8969611335159,38.6253691124751,90.0528504695171,A+,A,C+,B+,A,B,A+,C,D+,B-,96.7261904761905,90.5405405405405,43.75,69.3478260869565,83.9285714285714,60.2173913043478,94.3127962085308,41.0856415154409,21.7924227952881,51.5734265734266
HD.N,B+,C+,71.5340474756938,47.2253570711802,22.9166666666667,A-,B-,A+,75.1850247313662,57.2158603892128,92.0571388582725,A+,A+,A,B+,C+,A,A-,C+,A-,B+,94.4444444444444,93.448275862069,86.986301369863,70.4878048780488,44.4055944055944,91.219512195122,81.8181818181818,49.2359121298949,75.3104106972302,69.9737762237762
SPG.N,B+,B+,67.4371828092808,67.4371828092808,100.0,B+,B,B+,70.3554479826168,61.7710292996826,69.9453771780138,B,A,C-,A-,D-,A+,C,B-,B+,A+,62.3595505617977,89.612676056338,26.536312849162,76.2784090909091,0.0,98.1534090909091,41.3249211356467,50.986946832219,73.3683540273798,98.2954545454545
HBAN.OQ,A-,A-,81.1145849528787,81.1145849528787,100.0,A-,A,B+,76.420941251176,90.9155714814741,72.7791136039219,A-,B+,B+,A-,C,A+,A-,A+,A-,A,75.5630630630631,66.7016806722689,73.6024844720497,80.8679706601467,40.1587301587302,98.3496332518338,76.3743455497382,95.0175103470232,81.9961795606495,83.784965034965
LVS.N,B,C,59.0498238981778,38.4534833776603,17.8571428571429,B-,C+,A-,54.2349383545036,44.8766360785487,82.8226196038894,A+,A-,D+,A,C+,A+,D+,C,C+,A,96.2871287128713,78.2110091743119,22.972972972973,91.3127413127413,43.4782608695652,96.7181467181467,16.875,37.617034128662,42.5400181214135,84.6795727636849
CTRA.N,C-,C-,29.5473585427306,29.5473585427306,100.0,D,B-,C-,12.8122667993319,57.5914144753686,30.7747615039282,C,C+,D-,D+,D-,C,D-,B,B+,D-,40.5092592592593,47.5308641975309,0.0,19.2015209125475,0.0,38.7832699619772,0.0,64.8042024832856,68.2425978987584,5.5506993006993
ON.OQ,A-,A-,75.8376645544045,75.8376645544045,100.0,A-,A-,B+,81.9917898050711,76.2328560752629,67.046416067356,A-,A,C,A-,A-,A,A,A,C,A,82.9710144927536,89.3382352941177,37.0192307692308,76.8072289156627,76.3358778625954,90.0602409638554,90.0662251655629,84.797835084368,39.2390958293537,88.8986013986014
AIG.N,B,B,62.0259416983687,62.0259416983687,100.0,C+,A-,B-,49.6702348164301,79.2379770818167,53.6348096348096,C,C+,B,C+,D-,A,C,A+,B+,D+,40.9090909090909,49.4871794871795,59.2592592592593,49.7950819672131,7.08955223880597,86.2704918032787,35.6837606837607,93.5530085959885,69.165870741802,22.770979020979
AIZ.N,B,B,63.9909476611319,63.9909476611319,100.0,B,A-,C-,60.8171200384316,79.2691090613727,29.2648601398601,B+,A-,D-,B,D-,B+,A,A,B-,A-,70.1704545454545,76.1538461538461,0.0,63.3196721311475,0.0,71.9262295081967,89.1025641025641,87.8541865647883,52.7698185291308,76.0926573426573
CARR.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVRG.OQ,C+,C+,45.8868510302231,45.8868510302231,100.0,C-,B,C+,28.2175577822093,62.3452603323664,49.7172462774437,D+,B+,B,D-,D-,A,D,B-,A,B,18.3937823834197,68.0904522613065,61.9444444444444,7.93269230769231,0.0,88.7019230769231,15.7458563535912,54.2661572747533,88.9684813753582,62.8059440559441
SMCI.OQ,C-,C-,28.4628161057177,28.4628161057177,55.0,D+,C+,C-,19.3446473451392,46.3111535604372,26.5576923076923,D,D-,C,D-,D-,C,C+,B-,C,D-,10.9375,0.0,41.3461538461538,4.72972972972973,4.3859649122807,38.5135135135135,42.3076923076923,57.2269977714104,40.7991085641515,0.0
COST.OQ,B,B,65.0168640013342,65.0168640013342,85.7142857142857,C+,B+,A,45.6511668378989,68.9036168497155,83.3737407023821,A,A+,D,C-,B,C,B,A+,C-,D-,90.625,94.0789473684211,15.1162790697674,33.1460674157303,63.5714285714286,35.3932584269663,60.7594936708861,93.9746300211417,27.1972213832679,6.10814419225634
