Instrument,Environmental Data Assurance Standard,Policy Resource Efficiency,Targets Resource Use,Facilities Water Withdrawal,Water Incidents,Water Management Plan Details,Water Stressed Targets,Water Use Target,Supplier Environmental Commitment,Supplier Environmental Due Diligence,Supplier Environmental Policy Communication,Supplier Environmental Policy Training,Supplier Environmental Risk Assessment,Target Sustainable Palm Oil Supply Chain,Total Water Usage Properties,Water Stressed Sites,Water Stressed Sites Percent,Water Withdrawal in Stressed Regions,Water Withdrawal in Stressed Regions Percent,Certified Palm Oil Percent Supply Chain,Electricity Produced from Nuclear,Electricity Produced from Coal,Electricity Produced from Oil,Electricity Produced from Gas,Electricity Produced from Combined Cycle Gas Turbine,Electricity Produced from Biomass,Electricity Produced from Hydro,Electricity Produced from Geothermal,Electricity Produced from Solar,Electricity Produced from Wind,Electricity Produced from Other Renewables,Renewable Electricity Produced Without Bifurcation,Total Energy Use from Properties,Energy Consumption External Assurance,Energy Consumption International Assurance Standard,Deforestation Controversies Count,Recent Deforestation Controversies Count,Water and Marine Resource Controversies Count,Recent Water and Marine Resource Controversies Count,Extraction Virgin Natural Resources ControversiesCount,Recent Extraction Virgin Natural Resources ControversiesCount,Exposure To Supply Risk ControversiesCount,Recent Exposure To Supply Risk ControversiesCount,ResourceUse Controversies count,Recent ResourceUse Controversies count,Biodiversity and Ecosystem Controversies Count,Recent Biodiversity and Ecosystem Controversies Count,Total Energy Use To EVIC USD in million,Water Use To EVIC USD in million,Electricity Purchased Per Tonne of Aluminum Production,Electricity Purchased Per Tonne of Chlorine Production,Resource Reduction Policy,Policy Water Efficiency,Policy Sustainable Packaging,Policy Environmental Supply Chain,Resource Reduction Targets,Targets Water Efficiency,Environment Management Team,Environment Management Training,Environmental Materials Sourcing,Toxic Chemicals Reduction,Total Energy Use To Revenues USD in million,Renewable Energy Use Ratio,Renewable Energy Supply,Energy Use Total,Energy Purchased Direct,Electricity Purchased,Electricity Produced,Cement Energy Use,Renewable Energy Purchased,Renewable Energy Produced,Renewable Energy Use,Green Buildings,Water Use To Revenues USD in million,Water Withdrawal Total,Fresh Water Withdrawal Total,Water Recycled,Environmental Supply Chain Management,Environmental Supply Chain Monitoring,Env Supply Chain Partnership Termination,Land Environmental Impact Reduction,Environmental Controversies,Environmental Controversies Count,Recent Environmental Controversies,Total Renewable Energy,Total Renewable Energy To Energy Use in million,Grid Loss Percentage,Coal Produced (Raw Material in Tonnes) Total
MCD.N,False,True,True,False,False,False,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,33.8613349952636,6.54740549320082,,,True,True,True,True,True,True,True,True,True,False,344.01967023929,0.035277777777778,,7989134.4,7989134.4,,,,281838.908,,True,True,66.5194174715475,1544773.78,,,True,True,False,False,False,,,281838.908,35277.7777777778,,
HD.N,False,True,False,False,False,False,False,False,True,False,True,True,False,False,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,70.7084191373417,,,,True,True,True,True,False,False,False,True,True,False,175.983210960563,,,23249142.0,22161222.0,11171214.0,1087920.0,,,1087920.0,True,True,,,,,True,True,True,False,True,1,,1087920.0,46793.9849135078,,
SPG.N,False,False,False,False,False,True,False,True,True,False,False,False,False,False,11188.707,,,,,,,,,,,,,,,,,,2022478.0,False,False,,,,,,,,,,,,,,141.801044733483,,,True,True,False,True,True,True,False,True,False,False,,,,,2022478.0,1778650.0,,,2323.0,,True,False,2186.66527256346,11188707.0,11188707.0,,True,,False,False,False,,,2323.0,,,
HBAN.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4309.2,,,,,False,False,,,,,,,,,,,,,19.1207531485916,14.4847383893693,,,True,True,False,False,True,True,True,True,False,True,101.921281922884,,,610610.4,606301.2,,4309.2,,,4309.2,True,True,77.2094641612419,462561.89979,462561.89979,,False,True,False,False,False,,,4309.2,7057.20046694259,,
LVS.N,True,True,False,False,True,False,False,True,True,True,True,False,True,False,1155000.0,,,,0.0,,,,,,,,,,846.0,,,,,True,True,,,,,,,,,,,,,70.5350893400256,117.134944527318,,,True,True,True,True,True,True,True,True,True,False,900.763503649635,0.146834072635866,,3702138.0,3701292.0,2761036.0,846.0,,543600.0,846.0,True,True,1495.86374695864,6148000.0,6148000.0,,True,True,False,False,False,,,544446.0,147062.589238975,,
CTRA.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,241.128229559701,,,True,True,False,True,False,False,True,True,False,False,,,,,,,,,,,False,False,1304.14612931284,4498000.0,4498000.0,958074.0,False,True,False,True,False,,,,,,
ON.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.095095190449,419.998047961295,,,True,True,True,True,False,False,True,True,True,True,951.670079230838,,,6414066.0,6414066.0,5572832.4,,,0.0,,False,False,2017.71565921837,13599000.0,13599000.0,5779000.0,True,True,False,False,False,,,0.0,0.0,,
AIG.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True,False,False,True,False,False,False,,,,,,,,,,,True,True,,,,,False,,False,False,True,1,,,,,
AIZ.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,16.8248811986995,,,,True,True,False,True,True,False,True,True,False,False,18.2031842007107,,,185450.4,185450.4,145346.4,,,,,False,True,,,,,True,,False,False,False,,,0.0,0.0,,
CARR.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,80.6025900922265,59.6647366610602,,,True,True,False,True,True,True,False,False,True,False,222.237762577015,0.00084008096945,,4580987.0,4579582.0,2226237.0,1405.0,,3848.4,1405.0,True,True,164.507834861495,3391000.0,3391000.0,,True,True,True,False,False,,,5253.4,1146.78343335181,,
EVRG.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1812.92948173994,,,True,True,False,False,False,False,True,True,False,False,,,0.311111152946013,,,,185491051.2,,,57708334.8,True,False,8742.75426101276,48843145.23,48843145.23,,False,,False,False,False,,,57708334.8,,,
SMCI.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True,False,False,False,False,False,False,,,,,,,,,,,False,False,,,,,True,,False,False,False,,,,,,
COST.OQ,False,True,False,False,False,False,False,False,True,False,True,False,False,True,,,,,,98.6,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,106.743956218736,64.283785085819,,,True,True,True,True,False,False,True,True,True,True,114.692845246173,0.049,,26030000.0,26030000.0,14498710.0,,,1275470.0,,True,True,69.0707977843528,15675893.84035,,,True,True,True,False,False,,,1275470.0,49000.0,,
MCO.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,1.25529694733711,,,,True,True,False,True,False,False,True,True,True,False,16.1930524284336,0.737209052879974,,100688.4,100688.4,74228.4,,,74228.4,,True,True,,,,,True,True,False,False,False,,,74228.4,737209.052879974,,
DIS.N,False,True,True,False,False,True,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,36.2413513261816,65.4310490733679,,,True,True,True,True,True,True,True,True,True,True,208.679640452105,0.053,,14068764.0,14067460.8,6396667.2,1303.2,,745644.492,1303.2,True,True,376.755482215432,25400101.1,25400101.1,,True,True,False,False,False,,,746947.692,53092.6307385638,,
LULU.OQ,False,True,True,False,False,False,False,False,True,True,True,False,False,False,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,5.35905306430179,,,,True,True,True,True,True,True,False,False,True,False,52.1548184309473,0.33807940789061,,229579.2,229579.2,184021.2,,,77616.0,,True,False,,,,,True,True,False,False,False,,,77616.0,338079.40789061,,
PAYX.OQ,False,True,False,False,False,False,False,False,True,False,False,False,False,False,,,,0.0,0.0,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,3.38495634822364,1.16451042793046,,,True,False,False,True,False,False,False,False,False,False,33.4033176485895,0.001,,154046.08,154046.08,100360.82,,,154.04608,,True,True,11.4915844482512,52995.74,,,True,True,False,False,False,,,154.04608,1000.0,,
WSM.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,78.890508877199,,,,True,False,True,True,False,False,True,True,True,True,118.315449220794,,,802556.172,802556.172,628090.0956,,,0.0,,False,False,,,,,True,True,False,False,False,,,0.0,0.0,,
AMD.OQ,True,False,False,True,True,True,False,False,True,True,True,True,True,False,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,2.19917970729197,0.424224480573296,,,True,True,True,True,True,True,True,True,True,True,23.658269441402,0.259259259259259,,388800.0,388800.0,363600.0,,,100800.0,,True,True,4.56370938298649,75000.0,75000.0,,True,True,False,False,False,,,100800.0,259259.259259259,,
REG.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288878.4,True,False,,,,,,,,,,,,,,100.541774688329,,,True,True,False,True,True,True,True,False,False,False,,,,,288878.4,255286.8,,,45943.2,,True,False,1439.15414694382,1678284.0,1678284.0,,True,True,False,True,False,,,,,,
DHI.N,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,True,False,False,True,False,False,False,False,True,False,,,,,,,,,,,False,False,,,,,False,,False,False,False,,,,,,
TTD.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,False,False,,,,,False,,False,False,False,,,,,,
TRV.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,True,True,False,True,False,False,True,False,True,False,,,,,,,,,,,True,True,,,,,True,True,False,False,False,,,,,,
MOS.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,6636.88730179084,14919.714336873,,,True,True,False,True,True,True,False,True,False,False,10331.4613106317,0.031736077387013,,127670000.0,116930000.0,12070000.0,10740000.0,,4051745.0,4590000.0,True,True,23225.1120785926,287002000.0,278964000.0,1446934000.0,True,,True,True,False,,,8641745.0,67688.1413017937,,
WDC.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.110304294956,587.676324472307,,,True,True,True,True,True,False,True,True,True,True,446.968443446401,0.133222275107092,,7563600.0,7563600.0,6989040.0,,,1007640.0,,True,False,1050.2277094906,17771953.3,17771953.3,4799151.9,True,True,True,False,False,,,1007640.0,133222.275107092,,
VTR.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.130392001364,,,,True,True,False,True,True,True,True,True,True,False,1241.60083176376,0.030946669504537,,4752860.4,4752039.6,2988270.0,820.8,,147085.2,820.8,True,False,,,,,True,True,False,False,False,,,147906.0,31119.3655088207,,
IVZ.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,5.08888817648021,3.66606670337315,,,True,True,False,False,False,False,True,True,False,False,18.6237098556821,,,128401.1676,128401.1676,115165.3716,,,,,True,True,13.4166364493437,92501.0,92501.0,,False,,False,False,False,,,,,,
ZBRA.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,3.70802619160812,,,,True,False,False,True,False,False,False,True,True,True,21.6035532966057,0.026501090366214,,121563.1944,121563.1944,89670.0492,,,3221.5572,,False,False,,,,,True,,True,False,False,,,3221.5572,26501.0903662137,,
AMAT.OQ,False,True,False,False,False,True,False,False,True,False,True,True,True,False,,,,269880.0,12.0,,,,,,,,,,1112.4,,,,,True,True,,,,,,,,,,,,,15.6693402280532,17.4561412186425,,,True,True,True,True,True,False,True,True,True,False,87.5338681004206,0.398055551592793,,2018793.6,2017681.2,1546142.4,1112.4,,803592.0,1112.4,True,False,97.5155010189481,2249000.0,2249000.0,,True,True,True,False,False,,,804704.4,398606.573747807,,
STX.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4867.2,,,,,True,True,,,,,,,,,,,,,249.550694115553,300.464737146252,,,True,True,True,True,True,True,True,True,True,True,585.451137533939,0.139482360689487,,6253203.6,6248332.8,5981515.2,4867.2,,872211.6,4867.2,True,False,704.896545267297,7529000.0,4928000.0,3028000.0,True,True,False,False,False,,,877078.8,140260.713724402,,
FDS.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,4.79993626561736,,,,True,True,False,False,False,False,False,False,False,False,45.0575135882371,,,71706.78,71706.78,,,,,,False,True,,,,,False,,False,False,False,,,,,,
KVUE.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYK.N,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,17.7050644327934,,,,True,True,False,True,False,False,True,True,True,False,101.306303864708,0.204387372926699,,1869000.0,1869000.0,1354000.0,,,382000.0,,True,True,,,,,True,,True,False,False,,,382000.0,204387.372926699,,
DELL.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.1549724176808,26.6496564063562,,,True,True,True,True,True,True,False,True,True,True,45.2751817237798,0.469908256880734,,3924000.0,3921120.0,3384720.0,2880.0,,1843920.0,2880.0,True,True,22.279912311065,1931000.0,1931000.0,,True,True,False,False,False,,,1846800.0,470642.201834862,,
VRSN.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,,,,,,,,,,,False,True,,,,,False,,False,False,False,,,,,,
TECH.OQ,False,True,False,False,False,False,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,True,True,True,True,False,False,True,True,True,True,,,,,,,,,,,True,False,,,,,True,True,True,False,False,,,,,,
NVR.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,False,False,True,False,False,,,,,,,,,,,False,False,,,,,False,,False,False,False,,,,,,
JBL.N,True,True,False,False,False,True,False,False,True,True,False,True,True,False,,16,16.0,3208185.0,21.49957,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,1038.17250978581,1298.86713239453,,,True,True,False,True,True,True,True,True,True,False,356.266443634626,0.591142984775496,,11927088.0,11927088.0,10691136.0,,,7050614.4,,True,True,445.728209570464,14922089.0,,,True,True,True,False,False,,,7050614.4,591142.984775496,,
XYZ.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,2.58406313917445,,,,True,False,True,True,False,False,False,False,False,False,11.6463037619188,,,205687.7,205687.7,205687.7,,,0.0,,False,True,,,,,True,True,True,False,False,,,0.0,0.0,,
LOW.N,False,False,False,False,False,False,False,False,True,False,True,True,False,False,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,153.01011296724,59.9211736279173,,,True,True,True,True,False,False,False,True,True,False,245.976789401431,,,22038782.4,22038782.4,13103190.0,,,,,False,False,96.328390459502,8630734.8,,,True,True,True,False,False,,,,,,
BSX.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,20.5348720883007,12.198507138936,,,True,True,True,True,False,False,True,True,True,False,120.222072678331,0.376869017632242,,1429200.0,1429200.0,738673.2,,,538621.2,,True,True,71.4165545087483,849000.0,849000.0,,True,True,False,False,False,,,538621.2,376869.017632242,,
SYY.N,False,False,False,False,False,True,False,False,True,False,True,False,False,False,,,,1469500.0,50.0,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,286.826395472778,53.7712682656371,,,True,True,True,True,True,False,True,False,True,False,228.410219886181,0.012602711918429,,15677197.2,15643162.8,2630437.2,34034.4,,197575.2,34034.4,True,False,42.8200033259443,2939000.0,2939000.0,,False,True,True,False,False,,,231609.6,14773.6612001028,,
FCX.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1143.46032016135,3720.83432361409,,,True,True,False,True,False,False,True,True,False,True,3992.64609323703,0.149760996360128,,91212000.0,91212000.0,34035000.0,,,13660000.0,,True,False,12992.1208141825,296805000.0,253785000.0,243380100.0,True,True,False,True,False,,,13660000.0,149760.996360128,,
MAS.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.1278047319258,54.0385893026232,,,True,True,True,True,False,False,True,False,False,False,187.462686567164,,,1570000.0,1570000.0,820000.0,7800.0,,,,False,False,131.34328358209,1100000.0,1100000.0,,True,,False,False,False,,,,,,
BEN.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.5632277880417,,,,True,True,False,True,False,False,True,True,True,True,43.4157735445968,,,365799.6,365799.6,201618.0,,,,,True,True,,,,,False,,False,False,False,,,,,,
META.OQ,False,False,False,True,False,True,True,False,True,False,False,False,False,False,,,,1390000.0,27.56534,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,37.2582794748284,5.38605529656256,,,True,True,False,True,True,True,True,True,False,False,295.789525901178,0.972274007205344,,34882163.0,34882163.0,33915020.4,,,33915020.4,,True,True,42.7593212865368,5042564.0,5042564.0,580223.0,False,True,False,False,False,,,33915020.4,972274.007205344,,
PAYC.N,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,,,,,,105901.2,,,105901.2,,True,False,,,,,False,,False,False,False,,,105901.2,,,
EXPE.OQ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,True,False,,,,,,,,,,,,,9.89401873076517,,,,True,True,False,True,False,False,False,False,False,False,18.1127967772349,0.593667956956682,,211322.0,211322.0,162506.61,,,125455.1,,True,True,,,,,True,,False,False,False,,,125455.1,593667.956956682,,
RJF.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,True,False,False,True,False,False,False,,,,,,,,,,,False,True,,,,,False,,False,False,False,,,,,,
CL.N,False,True,True,True,True,True,True,True,True,False,False,False,True,True,,,,,,100.0,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,85.7727960490882,110.642129175018,,,True,True,True,True,True,True,True,True,True,True,391.596349233684,0.148284960422164,,6822000.0,6822000.0,2912400.0,23389.2,,1011600.0,23389.2,True,True,505.13747775673,8800000.0,8600000.0,750000.0,True,True,True,False,False,,,1034989.2,151713.45646438,,
VICI.N,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,1.21332951593736,82.277094858975,,,True,True,False,True,False,False,False,False,False,False,19.2833720860907,,,29109.6,29109.6,18712.8,,,,,False,True,1307.62485663467,1973951.25483,1973951.25483,,True,,False,False,False,,,,,,
UNH.N,False,True,False,False,False,False,False,False,True,False,False,False,True,False,,,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,9.87717092133513,,,,True,True,True,True,True,False,True,False,False,False,17.9845784204981,0.057840143712942,,5172310.8,5172310.8,3289410.0,,,299167.2,,True,True,,,,,False,True,True,False,False,,,299167.2,57840.1437129416,,
ARE.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4467755.5128,True,True,,,,,,,,,,,,,,52.5570097791114,,,True,True,False,False,True,True,False,False,False,False,,,,,,,,,,,True,False,1148.17793451269,2427420.38025,2427420.38025,,False,,False,False,False,,,,,,
GEN.OQ,False,True,False,False,False,False,False,False,True,False,False,False,False,False,,,,114270.0,47.0,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,11.8883468571727,15.2766408664054,,,True,True,True,True,False,False,False,True,True,False,74.8686789494316,,,190990.0,190990.0,161815.0,,,,,True,True,96.2069776558212,245424.0,245424.0,,True,True,True,False,False,,,32862.0,172061.364469344,,
LLY.N,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,526880.0,8.9,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,22.8798046922099,21.0458769306078,,,True,True,True,True,True,True,True,True,True,True,227.26799536697,,,6435866.0,6435866.0,,,,,,True,False,209.051358833832,5920000.0,5920000.0,5801600.0,True,True,False,False,False,,,,,,
DAY.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.95302086864262,0.815706251740106,,,True,True,False,True,False,False,False,False,True,False,65.3848857644991,,,66967.2,66967.2,47213.712,,,,,False,False,13.4921777191955,13818.68842,13818.68842,,True,,False,False,False,,,,,,
GRMN.N,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,True,True,True,True,False,False,False,False,True,True,,,,,,,,,,,True,True,,,,,True,True,True,False,False,,,,,,
PODD.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2880.0,,,,,False,False,,,,,,,,,,,,,3.61558840034474,0.893244978942474,,,True,True,True,False,False,False,True,False,False,False,64.5726246814707,,,70952.4,68072.4,44773.2,2880.0,,,2880.0,True,False,15.952914543138,17529.0625,,,False,,False,False,False,,,2880.0,40590.5931300421,,
ISRG.OQ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,True,True,True,True,False,False,True,True,False,True,,,,,,,,,,,True,True,,,,,True,True,False,False,False,,,,,,
