Instrument,Environmental Data Assurance Standard,Policy Resource Efficiency,Targets Resource Use,Facilities Water Withdrawal,Water Incidents,Water Management Plan Details,Water Stressed Targets,Water Use Target,Supplier Environmental Commitment,Supplier Environmental Due Diligence,Supplier Environmental Policy Communication,Supplier Environmental Policy Training,Supplier Environmental Risk Assessment,Target Sustainable Palm Oil Supply Chain,Total Water Usage Properties,Water Stressed Sites,Water Stressed Sites Percent,Water Withdrawal in Stressed Regions,Water Withdrawal in Stressed Regions Percent,Certified Palm Oil Percent Supply Chain,Electricity Produced from Nuclear,Electricity Produced from Coal,Electricity Produced from Oil,Electricity Produced from Gas,Electricity Produced from Combined Cycle Gas Turbine,Electricity Produced from Biomass,Electricity Produced from Hydro,Electricity Produced from Geothermal,Electricity Produced from Solar,Electricity Produced from Wind,Electricity Produced from Other Renewables,Renewable Electricity Produced Without Bifurcation,Total Energy Use from Properties,Energy Consumption External Assurance,Energy Consumption International Assurance Standard,Deforestation Controversies Count,Recent Deforestation Controversies Count,Water and Marine Resource Controversies Count,Recent Water and Marine Resource Controversies Count,Extraction Virgin Natural Resources ControversiesCount,Recent Extraction Virgin Natural Resources ControversiesCount,Exposure To Supply Risk ControversiesCount,Recent Exposure To Supply Risk ControversiesCount,ResourceUse Controversies count,Recent ResourceUse Controversies count,Biodiversity and Ecosystem Controversies Count,Recent Biodiversity and Ecosystem Controversies Count,Total Energy Use To EVIC USD in million,Water Use To EVIC USD in million,Electricity Purchased Per Tonne of Aluminum Production,Electricity Purchased Per Tonne of Chlorine Production,Resource Reduction Policy,Policy Water Efficiency,Policy Sustainable Packaging,Policy Environmental Supply Chain,Resource Reduction Targets,Targets Water Efficiency,Environment Management Team,Environment Management Training,Environmental Materials Sourcing,Toxic Chemicals Reduction,Total Energy Use To Revenues USD in million,Renewable Energy Use Ratio,Renewable Energy Supply,Energy Use Total,Energy Purchased Direct,Electricity Purchased,Electricity Produced,Cement Energy Use,Renewable Energy Purchased,Renewable Energy Produced,Renewable Energy Use,Green Buildings,Water Use To Revenues USD in million,Water Withdrawal Total,Fresh Water Withdrawal Total,Water Recycled,Environmental Supply Chain Management,Environmental Supply Chain Monitoring,Env Supply Chain Partnership Termination,Land Environmental Impact Reduction,Environmental Controversies,Environmental Controversies Count,Recent Environmental Controversies,Total Renewable Energy,Total Renewable Energy To Energy Use in million,Grid Loss Percentage,Coal Produced (Raw Material in Tonnes) Total
POOL.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,,,,,,,,,,,False,False,,,,,False,,False,False,False,,,,,,
CHRW.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0020157605288,,,,True,False,False,False,False,False,False,False,False,False,20.6487203822817,0.133121772805508,,334656.0,334656.0,245649.6,,,44550.0,,False,True,,,,,False,,False,False,False,,,44550.0,133121.772805508,,
AJG.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,,,,,,,,,,,False,False,,,,,False,,False,False,False,,,,,,
CNP.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7108.24260369085,,,True,True,False,False,False,False,True,True,False,False,,,0.050659530700025,,1145016.0,725958.0,,,725958.0,62017.2,False,True,26440.7163305473,196137233.74,196137233.74,,False,,False,False,False,,,787975.2,,,
AMCR.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,822.275678919279,280.579005581441,,,True,True,True,True,True,True,True,True,True,False,1535.409921468,0.005385248434097,,19746907.0,19746907.0,,,,106342.0,,True,False,523.916491719151,6738090.0,6738090.0,,True,True,True,False,False,,,106342.0,5385.24843409654,,
WM.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508.003622675716,44.9332649792847,,,True,True,False,True,True,True,True,True,True,False,2124.74729925089,0.221960482438947,,32334404.4,32334404.4,2305706.4,,,7176960.0,,True,True,187.935339729268,2860000.0,2860000.0,,True,True,False,True,False,,,7176960.0,221960.482438947,,
BA.N,False,True,False,False,False,False,False,True,False,False,False,False,False,False,,,10.0,439900.0,10.0,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,85.8000344770845,23.339909942657,,,True,True,False,True,True,True,True,False,True,True,275.69558101473,0.087711487088157,,16171200.0,16171200.0,7480800.0,,,1418400.0,,True,True,74.9965902891435,4399000.0,4339000.0,51000.0,True,,False,True,False,,,1418400.0,87711.4870881567,,
FOX.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True,False,False,True,True,False,False,,,,,,,3434.4,,,29808.0,True,True,,,,,False,,False,False,False,,,29808.0,,,
TKO.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,False,False,,,,,False,,False,False,False,,,,,,
WY.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,989.553173107127,70.6624888645053,,,True,True,False,True,True,False,False,True,True,True,3488.28630722478,,,35584008.62,10705693.82,4827954.56,24878314.8,,,24878314.8,True,False,249.093226154299,2541000.0,2541000.0,,True,True,True,False,False,,,24878314.8,699143.119755685,,
MCD.N,False,True,True,False,False,False,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,34.4307122558991,7.42652166803679,,,True,True,True,True,True,True,True,True,True,False,353.714928310374,0.117906197708195,,6794085.6,6794085.6,5110038.0,,,801064.8,,True,True,76.294430387655,1465448.16,,,True,True,False,False,False,,,801064.8,117906.197708195,,
HD.N,False,True,False,False,False,False,False,True,True,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,85.21157845018,,,,True,True,True,True,True,True,True,True,True,False,216.69256520753,,,23884938.0,22774136.4,12525015.6,1110801.6,,,1110801.6,True,True,,,,,True,True,True,False,False,,,1110801.6,46506.3631314429,,
SPG.N,False,False,False,False,False,True,False,True,True,False,False,False,False,False,9011.689,,,,,,,,,,,,,,,,,,1779296.0,False,False,,,,,,,,,,,,,,162.66933487541,,,True,True,False,True,True,True,False,True,False,False,,,,,1779296.0,1592329.0,,,699.0,,True,False,1955.87262775521,9011689.0,9011689.0,,True,,False,False,False,,,699.0,,,
